topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2022-04,2025-07-23 14:41
Mosquito,/m/09f96,79,BR-AC,Dengue,2022-04,2025-07-23 14:41
Yellow fever mosquito,/m/06y6_w,49,BR-AC,Dengue,2022-04,2025-07-23 14:41
Disease,/m/027x3,44,BR-AC,Dengue,2022-04,2025-07-23 14:41
Health,/m/0kt51,35,BR-AC,Dengue,2022-04,2025-07-23 14:41
Fever,/m/0cjf0,30,BR-AC,Dengue,2022-04,2025-07-23 14:41
Throat,/m/0mhy4,27,BR-AC,Dengue,2022-04,2025-07-23 14:41
Virus,/m/0g9pc,27,BR-AC,Dengue,2022-04,2025-07-23 14:41
Malaria,/m/0542n,15,BR-AC,Dengue,2022-04,2025-07-23 14:41
Symptom,/m/01b_06,100,BR-AL,Dengue,2022-04,2025-07-23 14:41
Yellow fever mosquito,/m/06y6_w,29,BR-AL,Dengue,2022-04,2025-07-23 14:41
Mosquito,/m/09f96,26,BR-AL,Dengue,2022-04,2025-07-23 14:41
Chikungunya virus infection,/m/01__7l,21,BR-AL,Dengue,2022-04,2025-07-23 14:41
Zika fever,/m/02vkznh,18,BR-AL,Dengue,2022-04,2025-07-23 14:41
Bleeding,/m/012n6x,13,BR-AL,Dengue,2022-04,2025-07-23 14:41
Fever,/m/0cjf0,12,BR-AL,Dengue,2022-04,2025-07-23 14:41
Virus,/m/0g9pc,9,BR-AL,Dengue,2022-04,2025-07-23 14:41
Transmission,/m/036991,8,BR-AL,Dengue,2022-04,2025-07-23 14:41
Itch,/m/04kllm9,8,BR-AL,Dengue,2022-04,2025-07-23 14:41
Zika virus,/m/080m_5j,8,BR-AL,Dengue,2022-04,2025-07-23 14:41
Skin,/m/06z04,7,BR-AL,Dengue,2022-04,2025-07-23 14:41
Diarrhea,/m/0f3kl,6,BR-AL,Dengue,2022-04,2025-07-23 14:41
Acetaminophen,/m/0lbt3,6,BR-AL,Dengue,2022-04,2025-07-23 14:41
Metamizole,/m/08j19g,5,BR-AL,Dengue,2022-04,2025-07-23 14:41
Physical examination,/m/02vjj4,5,BR-AL,Dengue,2022-04,2025-07-23 14:41
Red blotches,/g/11cnnds5rt,5,BR-AL,Dengue,2022-04,2025-07-23 14:41
Aedes,/m/01yz26,4,BR-AL,Dengue,2022-04,2025-07-23 14:41
Dengue vaccine,/m/0115n7rn,4,BR-AL,Dengue,2022-04,2025-07-23 14:41
Yellow fever,/m/087z2,4,BR-AL,Dengue,2022-04,2025-07-23 14:41
Nevus,/m/03rd_n,4,BR-AL,Dengue,2022-04,2025-07-23 14:41
Platelet,/m/01bw6w,4,BR-AL,Dengue,2022-04,2025-07-23 14:41
Symptom,/m/01b_06,100,BR-AM,Dengue,2022-04,2025-07-23 14:41
Yellow fever mosquito,/m/06y6_w,63,BR-AM,Dengue,2022-04,2025-07-23 14:41
Mosquito,/m/09f96,63,BR-AM,Dengue,2022-04,2025-07-23 14:41
Virus,/m/0g9pc,41,BR-AM,Dengue,2022-04,2025-07-23 14:41
Disease,/m/027x3,38,BR-AM,Dengue,2022-04,2025-07-23 14:41
Influenza,/m/0cycc,25,BR-AM,Dengue,2022-04,2025-07-23 14:41
Vaccine,/m/07__7,22,BR-AM,Dengue,2022-04,2025-07-23 14:41
HIV/AIDS,/m/0d19y2,21,BR-AM,Dengue,2022-04,2025-07-23 14:41
Combat,/m/0byj4,19,BR-AM,Dengue,2022-04,2025-07-23 14:41
Transmission,/m/036991,18,BR-AM,Dengue,2022-04,2025-07-23 14:41
Malaria,/m/0542n,17,BR-AM,Dengue,2022-04,2025-07-23 14:41
COVID-19,/g/11j2cc_qll,16,BR-AM,Dengue,2022-04,2025-07-23 14:41
Fever,/m/0cjf0,15,BR-AM,Dengue,2022-04,2025-07-23 14:41
Unit of measurement,/m/02sql7,15,BR-AM,Dengue,2022-04,2025-07-23 14:41
Chikungunya virus infection,/m/01__7l,13,BR-AM,Dengue,2022-04,2025-07-23 14:41
Zika fever,/m/02vkznh,12,BR-AM,Dengue,2022-04,2025-07-23 14:41
Itch,/m/04kllm9,11,BR-AM,Dengue,2022-04,2025-07-23 14:41
Aedes,/m/01yz26,11,BR-AM,Dengue,2022-04,2025-07-23 14:41
Arbovirus,/m/02cbnk,11,BR-AM,Dengue,2022-04,2025-07-23 14:41
Diarrhea,/m/0f3kl,10,BR-AM,Dengue,2022-04,2025-07-23 14:41
Dengue virus,/m/0g58pft,9,BR-AM,Dengue,2022-04,2025-07-23 14:41
Disease outbreak,/m/01qb76,9,BR-AM,Dengue,2022-04,2025-07-23 14:41
Platelet,/m/01bw6w,9,BR-AM,Dengue,2022-04,2025-07-23 14:41
Symptom,/m/01b_06,100,BR-AP,Dengue,2022-04,2025-07-23 14:41
Disease,/m/027x3,97,BR-AP,Dengue,2022-04,2025-07-23 14:41
Transmission,/m/036991,59,BR-AP,Dengue,2022-04,2025-07-23 14:41
Mosquito,/m/09f96,54,BR-AP,Dengue,2022-04,2025-07-23 14:41
Virus,/m/0g9pc,51,BR-AP,Dengue,2022-04,2025-07-23 14:41
Yellow fever,/m/087z2,44,BR-AP,Dengue,2022-04,2025-07-23 14:41
Yellow fever mosquito,/m/06y6_w,34,BR-AP,Dengue,2022-04,2025-07-23 14:41
Influenza,/m/0cycc,34,BR-AP,Dengue,2022-04,2025-07-23 14:41
Measles,/m/0g2gb,30,BR-AP,Dengue,2022-04,2025-07-23 14:41
HIV/AIDS,/m/0d19y2,27,BR-AP,Dengue,2022-04,2025-07-23 14:41
Animal,/m/0jbk,17,BR-AP,Dengue,2022-04,2025-07-23 14:41
Symptom,/m/01b_06,100,BR-BA,Dengue,2022-04,2025-07-23 14:41
Mosquito,/m/09f96,36,BR-BA,Dengue,2022-04,2025-07-23 14:41
Yellow fever mosquito,/m/06y6_w,34,BR-BA,Dengue,2022-04,2025-07-23 14:41
Chikungunya virus infection,/m/01__7l,31,BR-BA,Dengue,2022-04,2025-07-23 14:41
Zika fever,/m/02vkznh,20,BR-BA,Dengue,2022-04,2025-07-23 14:41
Disease,/m/027x3,19,BR-BA,Dengue,2022-04,2025-07-23 14:41
Virus,/m/0g9pc,18,BR-BA,Dengue,2022-04,2025-07-23 14:41
Transmission,/m/036991,14,BR-BA,Dengue,2022-04,2025-07-23 14:41
Bleeding,/m/012n6x,13,BR-BA,Dengue,2022-04,2025-07-23 14:41
Fever,/m/0cjf0,12,BR-BA,Dengue,2022-04,2025-07-23 14:41
Influenza,/m/0cycc,10,BR-BA,Dengue,2022-04,2025-07-23 14:41
Metamizole,/m/08j19g,7,BR-BA,Dengue,2022-04,2025-07-23 14:41
Itch,/m/04kllm9,7,BR-BA,Dengue,2022-04,2025-07-23 14:41
Yellow fever,/m/087z2,7,BR-BA,Dengue,2022-04,2025-07-23 14:41
HIV/AIDS,/m/0d19y2,6,BR-BA,Dengue,2022-04,2025-07-23 14:41
Cause,/m/0j276x9,6,BR-BA,Dengue,2022-04,2025-07-23 14:41
Aedes,/m/01yz26,6,BR-BA,Dengue,2022-04,2025-07-23 14:41
Acetaminophen,/m/0lbt3,5,BR-BA,Dengue,2022-04,2025-07-23 14:41
Bacteria,/m/017q2,5,BR-BA,Dengue,2022-04,2025-07-23 14:41
Physical examination,/m/02vjj4,4,BR-BA,Dengue,2022-04,2025-07-23 14:41
Symptom,/m/01b_06,100,BR-CE,Dengue,2022-04,2025-07-23 14:41
Chikungunya virus infection,/m/01__7l,44,BR-CE,Dengue,2022-04,2025-07-23 14:41
Mosquito,/m/09f96,38,BR-CE,Dengue,2022-04,2025-07-23 14:41
Yellow fever mosquito,/m/06y6_w,37,BR-CE,Dengue,2022-04,2025-07-23 14:41
Zika fever,/m/02vkznh,21,BR-CE,Dengue,2022-04,2025-07-23 14:41
Bleeding,/m/012n6x,13,BR-CE,Dengue,2022-04,2025-07-23 14:41
Disease,/m/027x3,13,BR-CE,Dengue,2022-04,2025-07-23 14:41
Fever,/m/0cjf0,11,BR-CE,Dengue,2022-04,2025-07-23 14:41
Virus,/m/0g9pc,10,BR-CE,Dengue,2022-04,2025-07-23 14:41
Itch,/m/04kllm9,8,BR-CE,Dengue,2022-04,2025-07-23 14:41
Transmission,/m/036991,8,BR-CE,Dengue,2022-04,2025-07-23 14:41
Metamizole,/m/08j19g,7,BR-CE,Dengue,2022-04,2025-07-23 14:41
Physical examination,/m/02vjj4,7,BR-CE,Dengue,2022-04,2025-07-23 14:41
Aedes,/m/01yz26,6,BR-CE,Dengue,2022-04,2025-07-23 14:41
Red blotches,/g/11cnnds5rt,4,BR-CE,Dengue,2022-04,2025-07-23 14:41
Acetaminophen,/m/0lbt3,4,BR-CE,Dengue,2022-04,2025-07-23 14:41
Diarrhea,/m/0f3kl,4,BR-CE,Dengue,2022-04,2025-07-23 14:41
Bacteria,/m/017q2,4,BR-CE,Dengue,2022-04,2025-07-23 14:41
Zika virus,/m/080m_5j,4,BR-CE,Dengue,2022-04,2025-07-23 14:41
Juice,/m/01z1kdw,4,BR-CE,Dengue,2022-04,2025-07-23 14:41
Headache,/m/0j5fv,3,BR-CE,Dengue,2022-04,2025-07-23 14:41
Symptom,/m/01b_06,100,BR-DF,Dengue,2022-04,2025-07-23 14:41
Mosquito,/m/09f96,20,BR-DF,Dengue,2022-04,2025-07-23 14:41
Yellow fever mosquito,/m/06y6_w,19,BR-DF,Dengue,2022-04,2025-07-23 14:41
Cure,/m/0405g08,19,BR-DF,Dengue,2022-04,2025-07-23 14:41
Bleeding,/m/012n6x,17,BR-DF,Dengue,2022-04,2025-07-23 14:41
Itch,/m/04kllm9,16,BR-DF,Dengue,2022-04,2025-07-23 14:41
Fever,/m/0cjf0,13,BR-DF,Dengue,2022-04,2025-07-23 14:41
Platelet,/m/01bw6w,11,BR-DF,Dengue,2022-04,2025-07-23 14:41
Acetaminophen,/m/0lbt3,7,BR-DF,Dengue,2022-04,2025-07-23 14:41
Metamizole,/m/08j19g,7,BR-DF,Dengue,2022-04,2025-07-23 14:41
Chikungunya virus infection,/m/01__7l,6,BR-DF,Dengue,2022-04,2025-07-23 14:41
Physical examination,/m/02vjj4,6,BR-DF,Dengue,2022-04,2025-07-23 14:41
Virus,/m/0g9pc,5,BR-DF,Dengue,2022-04,2025-07-23 14:41
Diarrhea,/m/0f3kl,5,BR-DF,Dengue,2022-04,2025-07-23 14:41
Headache,/m/0j5fv,4,BR-DF,Dengue,2022-04,2025-07-23 14:41
Juice,/m/01z1kdw,4,BR-DF,Dengue,2022-04,2025-07-23 14:41
Yam,/m/08vtlt,4,BR-DF,Dengue,2022-04,2025-07-23 14:41
Allergy,/m/0fd23,4,BR-DF,Dengue,2022-04,2025-07-23 14:41
Transmission,/m/036991,3,BR-DF,Dengue,2022-04,2025-07-23 14:41
Red blotches,/g/11cnnds5rt,3,BR-DF,Dengue,2022-04,2025-07-23 14:41
Symptom,/m/01b_06,100,BR-ES,Dengue,2022-04,2025-07-23 14:41
Mosquito,/m/09f96,37,BR-ES,Dengue,2022-04,2025-07-23 14:41
Yellow fever mosquito,/m/06y6_w,32,BR-ES,Dengue,2022-04,2025-07-23 14:41
Zika fever,/m/02vkznh,19,BR-ES,Dengue,2022-04,2025-07-23 14:41
Virus,/m/0g9pc,18,BR-ES,Dengue,2022-04,2025-07-23 14:41
Chikungunya virus infection,/m/01__7l,17,BR-ES,Dengue,2022-04,2025-07-23 14:41
Disease,/m/027x3,16,BR-ES,Dengue,2022-04,2025-07-23 14:41
Physical examination,/m/02vjj4,10,BR-ES,Dengue,2022-04,2025-07-23 14:41
Transmission,/m/036991,10,BR-ES,Dengue,2022-04,2025-07-23 14:41
Fever,/m/0cjf0,9,BR-ES,Dengue,2022-04,2025-07-23 14:41
Combat,/m/0byj4,8,BR-ES,Dengue,2022-04,2025-07-23 14:41
