topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2022-05,2025-07-23 14:44
Virus,/m/0g9pc,42,BR-AC,Dengue,2022-05,2025-07-23 14:44
Mosquito,/m/09f96,29,BR-AC,Dengue,2022-05,2025-07-23 14:44
Yellow fever mosquito,/m/06y6_w,29,BR-AC,Dengue,2022-05,2025-07-23 14:44
Platelet,/m/01bw6w,27,BR-AC,Dengue,2022-05,2025-07-23 14:44
Cure,/m/0405g08,25,BR-AC,Dengue,2022-05,2025-07-23 14:44
COVID-19,/g/11j2cc_qll,23,BR-AC,Dengue,2022-05,2025-07-23 14:44
Life,/m/04nr2,20,BR-AC,Dengue,2022-05,2025-07-23 14:44
Fever,/m/0cjf0,18,BR-AC,Dengue,2022-05,2025-07-23 14:44
Transmission,/m/036991,14,BR-AC,Dengue,2022-05,2025-07-23 14:44
Reagent,/m/0197z2,11,BR-AC,Dengue,2022-05,2025-07-23 14:44
Symptom,/m/01b_06,100,BR-AL,Dengue,2022-05,2025-07-23 14:44
Mosquito,/m/09f96,26,BR-AL,Dengue,2022-05,2025-07-23 14:44
Chikungunya virus infection,/m/01__7l,25,BR-AL,Dengue,2022-05,2025-07-23 14:44
Yellow fever mosquito,/m/06y6_w,23,BR-AL,Dengue,2022-05,2025-07-23 14:44
Zika fever,/m/02vkznh,17,BR-AL,Dengue,2022-05,2025-07-23 14:44
Bleeding,/m/012n6x,12,BR-AL,Dengue,2022-05,2025-07-23 14:44
Fever,/m/0cjf0,11,BR-AL,Dengue,2022-05,2025-07-23 14:44
Body,/m/0180q,9,BR-AL,Dengue,2022-05,2025-07-23 14:44
Itch,/m/04kllm9,8,BR-AL,Dengue,2022-05,2025-07-23 14:44
Transmission,/m/036991,5,BR-AL,Dengue,2022-05,2025-07-23 14:44
Acetaminophen,/m/0lbt3,5,BR-AL,Dengue,2022-05,2025-07-23 14:44
Virus,/m/0g9pc,5,BR-AL,Dengue,2022-05,2025-07-23 14:44
Zika virus,/m/080m_5j,4,BR-AL,Dengue,2022-05,2025-07-23 14:44
Metamizole,/m/08j19g,4,BR-AL,Dengue,2022-05,2025-07-23 14:44
Headache,/m/0j5fv,3,BR-AL,Dengue,2022-05,2025-07-23 14:44
Diarrhea,/m/0f3kl,3,BR-AL,Dengue,2022-05,2025-07-23 14:44
Symptom,/m/01b_06,100,BR-AM,Dengue,2022-05,2025-07-23 14:44
Yellow fever mosquito,/m/06y6_w,35,BR-AM,Dengue,2022-05,2025-07-23 14:44
Mosquito,/m/09f96,33,BR-AM,Dengue,2022-05,2025-07-23 14:44
Virus,/m/0g9pc,29,BR-AM,Dengue,2022-05,2025-07-23 14:44
Disease,/m/027x3,29,BR-AM,Dengue,2022-05,2025-07-23 14:44
Transmission,/m/036991,21,BR-AM,Dengue,2022-05,2025-07-23 14:44
HIV/AIDS,/m/0d19y2,16,BR-AM,Dengue,2022-05,2025-07-23 14:44
Influenza,/m/0cycc,14,BR-AM,Dengue,2022-05,2025-07-23 14:44
Yellow fever,/m/087z2,12,BR-AM,Dengue,2022-05,2025-07-23 14:44
Bleeding,/m/012n6x,12,BR-AM,Dengue,2022-05,2025-07-23 14:44
Itch,/m/04kllm9,11,BR-AM,Dengue,2022-05,2025-07-23 14:44
Fever,/m/0cjf0,11,BR-AM,Dengue,2022-05,2025-07-23 14:44
Combat,/m/0byj4,10,BR-AM,Dengue,2022-05,2025-07-23 14:44
necessary,/g/11pyyblxqd,10,BR-AM,Dengue,2022-05,2025-07-23 14:44
Epidemic,/m/0hn9s,10,BR-AM,Dengue,2022-05,2025-07-23 14:44
Aedes,/m/01yz26,9,BR-AM,Dengue,2022-05,2025-07-23 14:44
Chikungunya virus infection,/m/01__7l,9,BR-AM,Dengue,2022-05,2025-07-23 14:44
Unicellular organism,/m/05254ym,9,BR-AM,Dengue,2022-05,2025-07-23 14:44
Rabies,/m/0fsd1,9,BR-AM,Dengue,2022-05,2025-07-23 14:44
Infection,/m/098s1,8,BR-AM,Dengue,2022-05,2025-07-23 14:44
Organism,/m/05nnm,8,BR-AM,Dengue,2022-05,2025-07-23 14:44
Bacteria,/m/017q2,8,BR-AM,Dengue,2022-05,2025-07-23 14:44
Disease vector,/g/1213bm7p,7,BR-AM,Dengue,2022-05,2025-07-23 14:44
April,/m/0lkm,7,BR-AM,Dengue,2022-05,2025-07-23 14:44
Zika fever,/m/02vkznh,7,BR-AM,Dengue,2022-05,2025-07-23 14:44
Mosquito,/m/09f96,100,BR-AP,Dengue,2022-05,2025-07-23 14:44
Disease,/m/027x3,77,BR-AP,Dengue,2022-05,2025-07-23 14:44
Symptom,/m/01b_06,69,BR-AP,Dengue,2022-05,2025-07-23 14:44
Transmission,/m/036991,51,BR-AP,Dengue,2022-05,2025-07-23 14:44
Virus,/m/0g9pc,50,BR-AP,Dengue,2022-05,2025-07-23 14:44
Bleeding,/m/012n6x,44,BR-AP,Dengue,2022-05,2025-07-23 14:44
Yellow fever mosquito,/m/06y6_w,25,BR-AP,Dengue,2022-05,2025-07-23 14:44
Symptom,/m/01b_06,100,BR-BA,Dengue,2022-05,2025-07-23 14:44
Mosquito,/m/09f96,35,BR-BA,Dengue,2022-05,2025-07-23 14:44
Yellow fever mosquito,/m/06y6_w,34,BR-BA,Dengue,2022-05,2025-07-23 14:44
Chikungunya virus infection,/m/01__7l,24,BR-BA,Dengue,2022-05,2025-07-23 14:44
Disease,/m/027x3,17,BR-BA,Dengue,2022-05,2025-07-23 14:44
Zika fever,/m/02vkznh,15,BR-BA,Dengue,2022-05,2025-07-23 14:44
Fever,/m/0cjf0,15,BR-BA,Dengue,2022-05,2025-07-23 14:44
Bleeding,/m/012n6x,14,BR-BA,Dengue,2022-05,2025-07-23 14:44
Virus,/m/0g9pc,13,BR-BA,Dengue,2022-05,2025-07-23 14:44
Transmission,/m/036991,12,BR-BA,Dengue,2022-05,2025-07-23 14:44
Itch,/m/04kllm9,8,BR-BA,Dengue,2022-05,2025-07-23 14:44
Cause,/m/0j276x9,8,BR-BA,Dengue,2022-05,2025-07-23 14:44
Metamizole,/m/08j19g,6,BR-BA,Dengue,2022-05,2025-07-23 14:44
Aedes,/m/01yz26,5,BR-BA,Dengue,2022-05,2025-07-23 14:44
Influenza,/m/0cycc,5,BR-BA,Dengue,2022-05,2025-07-23 14:44
Yellow fever,/m/087z2,5,BR-BA,Dengue,2022-05,2025-07-23 14:44
Platelet,/m/01bw6w,4,BR-BA,Dengue,2022-05,2025-07-23 14:44
Acetaminophen,/m/0lbt3,4,BR-BA,Dengue,2022-05,2025-07-23 14:44
Zika virus,/m/080m_5j,4,BR-BA,Dengue,2022-05,2025-07-23 14:44
Headache,/m/0j5fv,4,BR-BA,Dengue,2022-05,2025-07-23 14:44
HIV/AIDS,/m/0d19y2,4,BR-BA,Dengue,2022-05,2025-07-23 14:44
Symptom,/m/01b_06,100,BR-CE,Dengue,2022-05,2025-07-23 14:44
Chikungunya virus infection,/m/01__7l,57,BR-CE,Dengue,2022-05,2025-07-23 14:44
Mosquito,/m/09f96,32,BR-CE,Dengue,2022-05,2025-07-23 14:44
Yellow fever mosquito,/m/06y6_w,31,BR-CE,Dengue,2022-05,2025-07-23 14:44
Zika fever,/m/02vkznh,22,BR-CE,Dengue,2022-05,2025-07-23 14:44
Fever,/m/0cjf0,15,BR-CE,Dengue,2022-05,2025-07-23 14:44
Disease,/m/027x3,11,BR-CE,Dengue,2022-05,2025-07-23 14:44
Bleeding,/m/012n6x,10,BR-CE,Dengue,2022-05,2025-07-23 14:44
Itch,/m/04kllm9,9,BR-CE,Dengue,2022-05,2025-07-23 14:44
Virus,/m/0g9pc,8,BR-CE,Dengue,2022-05,2025-07-23 14:44
Metamizole,/m/08j19g,7,BR-CE,Dengue,2022-05,2025-07-23 14:44
Transmission,/m/036991,7,BR-CE,Dengue,2022-05,2025-07-23 14:44
Cause,/m/0j276x9,6,BR-CE,Dengue,2022-05,2025-07-23 14:44
Zika virus,/m/080m_5j,5,BR-CE,Dengue,2022-05,2025-07-23 14:44
Aedes,/m/01yz26,5,BR-CE,Dengue,2022-05,2025-07-23 14:44
Platelet,/m/01bw6w,4,BR-CE,Dengue,2022-05,2025-07-23 14:44
Acetaminophen,/m/0lbt3,4,BR-CE,Dengue,2022-05,2025-07-23 14:44
Red blotches,/g/11cnnds5rt,3,BR-CE,Dengue,2022-05,2025-07-23 14:44
Symptom,/m/01b_06,100,BR-DF,Dengue,2022-05,2025-07-23 14:44
Mosquito,/m/09f96,19,BR-DF,Dengue,2022-05,2025-07-23 14:44
Yellow fever mosquito,/m/06y6_w,19,BR-DF,Dengue,2022-05,2025-07-23 14:44
Cure,/m/0405g08,16,BR-DF,Dengue,2022-05,2025-07-23 14:44
Bleeding,/m/012n6x,15,BR-DF,Dengue,2022-05,2025-07-23 14:44
Fever,/m/0cjf0,13,BR-DF,Dengue,2022-05,2025-07-23 14:44
Itch,/m/04kllm9,13,BR-DF,Dengue,2022-05,2025-07-23 14:44
Platelet,/m/01bw6w,11,BR-DF,Dengue,2022-05,2025-07-23 14:44
Metamizole,/m/08j19g,9,BR-DF,Dengue,2022-05,2025-07-23 14:44
Acetaminophen,/m/0lbt3,6,BR-DF,Dengue,2022-05,2025-07-23 14:44
Chikungunya virus infection,/m/01__7l,6,BR-DF,Dengue,2022-05,2025-07-23 14:44
Diarrhea,/m/0f3kl,5,BR-DF,Dengue,2022-05,2025-07-23 14:44
Physical examination,/m/02vjj4,4,BR-DF,Dengue,2022-05,2025-07-23 14:44
Cause,/m/0j276x9,4,BR-DF,Dengue,2022-05,2025-07-23 14:44
Zika fever,/m/02vkznh,4,BR-DF,Dengue,2022-05,2025-07-23 14:44
Virus,/m/0g9pc,4,BR-DF,Dengue,2022-05,2025-07-23 14:44
Headache,/m/0j5fv,4,BR-DF,Dengue,2022-05,2025-07-23 14:44
Transmission,/m/036991,4,BR-DF,Dengue,2022-05,2025-07-23 14:44
Dengue vaccine,/m/0115n7rn,3,BR-DF,Dengue,2022-05,2025-07-23 14:44
Abdominal pain,/m/02tfl8,3,BR-DF,Dengue,2022-05,2025-07-23 14:44
Immunoglobulin G,/m/02gsf4,3,BR-DF,Dengue,2022-05,2025-07-23 14:44
Symptom,/m/01b_06,100,BR-ES,Dengue,2022-05,2025-07-23 14:44
Mosquito,/m/09f96,37,BR-ES,Dengue,2022-05,2025-07-23 14:44
Yellow fever mosquito,/m/06y6_w,32,BR-ES,Dengue,2022-05,2025-07-23 14:44
Fever,/m/0cjf0,14,BR-ES,Dengue,2022-05,2025-07-23 14:44
Chikungunya virus infection,/m/01__7l,14,BR-ES,Dengue,2022-05,2025-07-23 14:44
