topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2024-12,2025-07-30 16:17
Food,/m/02wbm,64,BR-AC,Dengue,2024-12,2025-07-30 16:17
Yellow fever mosquito,/m/06y6_w,31,BR-AC,Dengue,2024-12,2025-07-30 16:17
Signs and symptoms,/g/1hb_dgzdp,31,BR-AC,Dengue,2024-12,2025-07-30 16:17
Vaccine,/m/07__7,29,BR-AC,Dengue,2024-12,2025-07-30 16:17
Metamizole,/m/08j19g,27,BR-AC,Dengue,2024-12,2025-07-30 16:17
Eating,/m/01f5gx,26,BR-AC,Dengue,2024-12,2025-07-30 16:17
Mosquito,/m/09f96,22,BR-AC,Dengue,2024-12,2025-07-30 16:17
Drinking,/m/0hjbz,17,BR-AC,Dengue,2024-12,2025-07-30 16:17
Dengue vaccine,/m/0115n7rn,14,BR-AC,Dengue,2024-12,2025-07-30 16:17
Pain,/m/062t2,13,BR-AC,Dengue,2024-12,2025-07-30 16:17
Acetaminophen,/m/0lbt3,12,BR-AC,Dengue,2024-12,2025-07-30 16:17
Bleeding,/m/012n6x,9,BR-AC,Dengue,2024-12,2025-07-30 16:17
Symptom,/m/01b_06,100,BR-AL,Dengue,2024-12,2025-07-30 16:17
Mosquito,/m/09f96,57,BR-AL,Dengue,2024-12,2025-07-30 16:17
Pain,/m/062t2,42,BR-AL,Dengue,2024-12,2025-07-30 16:17
Signs and symptoms,/g/1hb_dgzdp,41,BR-AL,Dengue,2024-12,2025-07-30 16:17
Bleeding,/m/012n6x,39,BR-AL,Dengue,2024-12,2025-07-30 16:17
Fever,/m/0cjf0,39,BR-AL,Dengue,2024-12,2025-07-30 16:17
Disease,/m/027x3,29,BR-AL,Dengue,2024-12,2025-07-30 16:17
Dengue vaccine,/m/0115n7rn,27,BR-AL,Dengue,2024-12,2025-07-30 16:17
Vaccine,/m/07__7,20,BR-AL,Dengue,2024-12,2025-07-30 16:17
Symptom,/m/01b_06,100,BR-AM,Dengue,2024-12,2025-07-30 16:17
Vaccine,/m/07__7,38,BR-AM,Dengue,2024-12,2025-07-30 16:17
Mosquito,/m/09f96,34,BR-AM,Dengue,2024-12,2025-07-30 16:17
Dengue vaccine,/m/0115n7rn,32,BR-AM,Dengue,2024-12,2025-07-30 16:17
Fever,/m/0cjf0,27,BR-AM,Dengue,2024-12,2025-07-30 16:17
Chikungunya virus infection,/m/01__7l,23,BR-AM,Dengue,2024-12,2025-07-30 16:17
Cure,/m/0405g08,21,BR-AM,Dengue,2024-12,2025-07-30 16:17
Disease,/m/027x3,19,BR-AM,Dengue,2024-12,2025-07-30 16:17
Cause,/m/0j276x9,19,BR-AM,Dengue,2024-12,2025-07-30 16:17
Infection,/m/098s1,18,BR-AM,Dengue,2024-12,2025-07-30 16:17
Virus,/m/0g9pc,16,BR-AM,Dengue,2024-12,2025-07-30 16:17
Malaria,/m/0542n,15,BR-AM,Dengue,2024-12,2025-07-30 16:17
Abdomen,/m/08y7p8,15,BR-AM,Dengue,2024-12,2025-07-30 16:17
Signs and symptoms,/g/1hb_dgzdp,15,BR-AM,Dengue,2024-12,2025-07-30 16:17
Yellow fever mosquito,/m/06y6_w,14,BR-AM,Dengue,2024-12,2025-07-30 16:17
Bleeding,/m/012n6x,13,BR-AM,Dengue,2024-12,2025-07-30 16:17
Symptom,/m/01b_06,100,BR-AP,Dengue,2024-12,2025-07-30 16:17
Symptom,/m/01b_06,100,BR-BA,Dengue,2024-12,2025-07-30 16:17
Mosquito,/m/09f96,52,BR-BA,Dengue,2024-12,2025-07-30 16:17
Yellow fever mosquito,/m/06y6_w,49,BR-BA,Dengue,2024-12,2025-07-30 16:17
Cure,/m/0405g08,40,BR-BA,Dengue,2024-12,2025-07-30 16:17
Signs and symptoms,/g/1hb_dgzdp,33,BR-BA,Dengue,2024-12,2025-07-30 16:17
Vaccine,/m/07__7,29,BR-BA,Dengue,2024-12,2025-07-30 16:17
Fever,/m/0cjf0,26,BR-BA,Dengue,2024-12,2025-07-30 16:17
Metamizole,/m/08j19g,24,BR-BA,Dengue,2024-12,2025-07-30 16:17
Bleeding,/m/012n6x,23,BR-BA,Dengue,2024-12,2025-07-30 16:17
Dengue vaccine,/m/0115n7rn,22,BR-BA,Dengue,2024-12,2025-07-30 16:17
Body,/m/0180q,17,BR-BA,Dengue,2024-12,2025-07-30 16:17
Disease,/m/027x3,17,BR-BA,Dengue,2024-12,2025-07-30 16:17
Chikungunya virus infection,/m/01__7l,16,BR-BA,Dengue,2024-12,2025-07-30 16:17
COVID-19,/g/11j2cc_qll,16,BR-BA,Dengue,2024-12,2025-07-30 16:17
Acetaminophen,/m/0lbt3,16,BR-BA,Dengue,2024-12,2025-07-30 16:17
Virus,/m/0g9pc,15,BR-BA,Dengue,2024-12,2025-07-30 16:17
Platelet,/m/01bw6w,14,BR-BA,Dengue,2024-12,2025-07-30 16:17
Pharmaceutical drug,/m/018l35,13,BR-BA,Dengue,2024-12,2025-07-30 16:17
Zika fever,/m/02vkznh,12,BR-BA,Dengue,2024-12,2025-07-30 16:17
Zika virus,/m/080m_5j,12,BR-BA,Dengue,2024-12,2025-07-30 16:17
Headache,/m/0j5fv,9,BR-BA,Dengue,2024-12,2025-07-30 16:17
Bacteria,/m/017q2,9,BR-BA,Dengue,2024-12,2025-07-30 16:17
Viral Infection,/m/02kc20m,8,BR-BA,Dengue,2024-12,2025-07-30 16:17
Itch,/m/04kllm9,8,BR-BA,Dengue,2024-12,2025-07-30 16:17
Biology,/m/01540,8,BR-BA,Dengue,2024-12,2025-07-30 16:17
Symptom,/m/01b_06,100,BR-CE,Dengue,2024-12,2025-07-30 16:17
Mosquito,/m/09f96,50,BR-CE,Dengue,2024-12,2025-07-30 16:17
Vaccine,/m/07__7,48,BR-CE,Dengue,2024-12,2025-07-30 16:17
Yellow fever mosquito,/m/06y6_w,45,BR-CE,Dengue,2024-12,2025-07-30 16:17
