topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2022-07,2025-07-23 14:50
Symptom,/m/01b_06,100,BR-AL,Dengue,2022-07,2025-07-23 14:50
Chikungunya virus infection,/m/01__7l,44,BR-AL,Dengue,2022-07,2025-07-23 14:50
Zika fever,/m/02vkznh,25,BR-AL,Dengue,2022-07,2025-07-23 14:50
Yellow fever mosquito,/m/06y6_w,21,BR-AL,Dengue,2022-07,2025-07-23 14:50
Mosquito,/m/09f96,21,BR-AL,Dengue,2022-07,2025-07-23 14:50
Body,/m/0180q,12,BR-AL,Dengue,2022-07,2025-07-23 14:50
COVID-19,/g/11j2cc_qll,12,BR-AL,Dengue,2022-07,2025-07-23 14:50
Fever,/m/0cjf0,11,BR-AL,Dengue,2022-07,2025-07-23 14:50
Itch,/m/04kllm9,11,BR-AL,Dengue,2022-07,2025-07-23 14:50
Bleeding,/m/012n6x,11,BR-AL,Dengue,2022-07,2025-07-23 14:50
Disease,/m/027x3,7,BR-AL,Dengue,2022-07,2025-07-23 14:50
Skin,/m/06z04,6,BR-AL,Dengue,2022-07,2025-07-23 14:50
Zika virus,/m/080m_5j,6,BR-AL,Dengue,2022-07,2025-07-23 14:50
Metamizole,/m/08j19g,6,BR-AL,Dengue,2022-07,2025-07-23 14:50
Therapy,/m/03c1dkx,6,BR-AL,Dengue,2022-07,2025-07-23 14:50
Platelet,/m/01bw6w,5,BR-AL,Dengue,2022-07,2025-07-23 14:50
Red blotches,/g/11cnnds5rt,4,BR-AL,Dengue,2022-07,2025-07-23 14:50
Acetaminophen,/m/0lbt3,4,BR-AL,Dengue,2022-07,2025-07-23 14:50
Virus,/m/0g9pc,4,BR-AL,Dengue,2022-07,2025-07-23 14:50
Body ache,/g/11k71tc65k,4,BR-AL,Dengue,2022-07,2025-07-23 14:50
Diarrhea,/m/0f3kl,4,BR-AL,Dengue,2022-07,2025-07-23 14:50
Allergy,/m/0fd23,3,BR-AL,Dengue,2022-07,2025-07-23 14:50
Symptom,/m/01b_06,100,BR-AM,Dengue,2022-07,2025-07-23 14:50
Mosquito,/m/09f96,70,BR-AM,Dengue,2022-07,2025-07-23 14:50
Yellow fever mosquito,/m/06y6_w,58,BR-AM,Dengue,2022-07,2025-07-23 14:50
Disease,/m/027x3,34,BR-AM,Dengue,2022-07,2025-07-23 14:50
Therapy,/m/03c1dkx,29,BR-AM,Dengue,2022-07,2025-07-23 14:50
Transmission,/m/036991,22,BR-AM,Dengue,2022-07,2025-07-23 14:50
Malaria,/m/0542n,21,BR-AM,Dengue,2022-07,2025-07-23 14:50
Fever,/m/0cjf0,21,BR-AM,Dengue,2022-07,2025-07-23 14:50
Chikungunya virus infection,/m/01__7l,18,BR-AM,Dengue,2022-07,2025-07-23 14:50
Influenza,/m/0cycc,17,BR-AM,Dengue,2022-07,2025-07-23 14:50
Bleeding,/m/012n6x,15,BR-AM,Dengue,2022-07,2025-07-23 14:50
Virus,/m/0g9pc,14,BR-AM,Dengue,2022-07,2025-07-23 14:50
Tuberculosis,/m/07jwr,13,BR-AM,Dengue,2022-07,2025-07-23 14:50
Combat,/m/0byj4,13,BR-AM,Dengue,2022-07,2025-07-23 14:50
HIV/AIDS,/m/0d19y2,12,BR-AM,Dengue,2022-07,2025-07-23 14:50
Ministry,/m/03h_j_,12,BR-AM,Dengue,2022-07,2025-07-23 14:50
Vaccine,/m/07__7,12,BR-AM,Dengue,2022-07,2025-07-23 14:50
Yellow fever,/m/087z2,10,BR-AM,Dengue,2022-07,2025-07-23 14:50
Measles,/m/0g2gb,8,BR-AM,Dengue,2022-07,2025-07-23 14:50
Pamphlet,/m/01n7c3,7,BR-AM,Dengue,2022-07,2025-07-23 14:50
Biological life cycle,/m/01vbgn,7,BR-AM,Dengue,2022-07,2025-07-23 14:50
Cause,/m/0j276x9,7,BR-AM,Dengue,2022-07,2025-07-23 14:50
Ibuprofen,/m/014d3g,6,BR-AM,Dengue,2022-07,2025-07-23 14:50
Action,/g/121xcpb0,6,BR-AM,Dengue,2022-07,2025-07-23 14:50
Ministry of Health of Brazil,/m/0c3ty1w,6,BR-AM,Dengue,2022-07,2025-07-23 14:50
Symptom,/m/01b_06,100,BR-AP,Dengue,2022-07,2025-07-23 14:50
Symptom,/m/01b_06,100,BR-BA,Dengue,2022-07,2025-07-23 14:50
Mosquito,/m/09f96,42,BR-BA,Dengue,2022-07,2025-07-23 14:50
Yellow fever mosquito,/m/06y6_w,38,BR-BA,Dengue,2022-07,2025-07-23 14:50
Chikungunya virus infection,/m/01__7l,26,BR-BA,Dengue,2022-07,2025-07-23 14:50
Disease,/m/027x3,24,BR-BA,Dengue,2022-07,2025-07-23 14:50
COVID-19,/g/11j2cc_qll,23,BR-BA,Dengue,2022-07,2025-07-23 14:50
Zika fever,/m/02vkznh,17,BR-BA,Dengue,2022-07,2025-07-23 14:50
Transmission,/m/036991,15,BR-BA,Dengue,2022-07,2025-07-23 14:50
Virus,/m/0g9pc,15,BR-BA,Dengue,2022-07,2025-07-23 14:50
Fever,/m/0cjf0,14,BR-BA,Dengue,2022-07,2025-07-23 14:50
Body,/m/0180q,14,BR-BA,Dengue,2022-07,2025-07-23 14:50
Bleeding,/m/012n6x,11,BR-BA,Dengue,2022-07,2025-07-23 14:50
Aedes,/m/01yz26,10,BR-BA,Dengue,2022-07,2025-07-23 14:50
Therapy,/m/03c1dkx,8,BR-BA,Dengue,2022-07,2025-07-23 14:50
Cause,/m/0j276x9,8,BR-BA,Dengue,2022-07,2025-07-23 14:50
Influenza,/m/0cycc,7,BR-BA,Dengue,2022-07,2025-07-23 14:50
Acetaminophen,/m/0lbt3,6,BR-BA,Dengue,2022-07,2025-07-23 14:50
Pharmaceutical drug,/m/018l35,6,BR-BA,Dengue,2022-07,2025-07-23 14:50
Red blotches,/g/11cnnds5rt,5,BR-BA,Dengue,2022-07,2025-07-23 14:50
Metamizole,/m/08j19g,5,BR-BA,Dengue,2022-07,2025-07-23 14:50
Headache,/m/0j5fv,5,BR-BA,Dengue,2022-07,2025-07-23 14:50
Yellow fever,/m/087z2,5,BR-BA,Dengue,2022-07,2025-07-23 14:50
Body ache,/g/11k71tc65k,5,BR-BA,Dengue,2022-07,2025-07-23 14:50
HIV/AIDS,/m/0d19y2,5,BR-BA,Dengue,2022-07,2025-07-23 14:50
Symptom,/m/01b_06,100,BR-CE,Dengue,2022-07,2025-07-23 14:50
Chikungunya virus infection,/m/01__7l,51,BR-CE,Dengue,2022-07,2025-07-23 14:50
Zika fever,/m/02vkznh,18,BR-CE,Dengue,2022-07,2025-07-23 14:50
Fever,/m/0cjf0,18,BR-CE,Dengue,2022-07,2025-07-23 14:50
Mosquito,/m/09f96,17,BR-CE,Dengue,2022-07,2025-07-23 14:50
COVID-19,/g/11j2cc_qll,16,BR-CE,Dengue,2022-07,2025-07-23 14:50
Yellow fever mosquito,/m/06y6_w,16,BR-CE,Dengue,2022-07,2025-07-23 14:50
Body,/m/0180q,12,BR-CE,Dengue,2022-07,2025-07-23 14:50
Bleeding,/m/012n6x,11,BR-CE,Dengue,2022-07,2025-07-23 14:50
Itch,/m/04kllm9,9,BR-CE,Dengue,2022-07,2025-07-23 14:50
Therapy,/m/03c1dkx,7,BR-CE,Dengue,2022-07,2025-07-23 14:50
Metamizole,/m/08j19g,6,BR-CE,Dengue,2022-07,2025-07-23 14:50
Platelet,/m/01bw6w,6,BR-CE,Dengue,2022-07,2025-07-23 14:50
