topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2020-03,2025-07-22 18:14
Mosquito,/m/09f96,52,BR-AC,Dengue,2020-03,2025-07-22 18:14
Yellow fever mosquito,/m/06y6_w,47,BR-AC,Dengue,2020-03,2025-07-22 18:14
Fever,/m/0cjf0,29,BR-AC,Dengue,2020-03,2025-07-22 18:14
Acetaminophen,/m/0lbt3,21,BR-AC,Dengue,2020-03,2025-07-22 18:14
Chikungunya virus infection,/m/01__7l,15,BR-AC,Dengue,2020-03,2025-07-22 18:14
Bleeding,/m/012n6x,10,BR-AC,Dengue,2020-03,2025-07-22 18:14
Symptom,/m/01b_06,100,BR-AL,Dengue,2020-03,2025-07-22 18:14
Yellow fever mosquito,/m/06y6_w,67,BR-AL,Dengue,2020-03,2025-07-22 18:14
Death,/m/0294j,61,BR-AL,Dengue,2020-03,2025-07-22 18:14
Mosquito,/m/09f96,59,BR-AL,Dengue,2020-03,2025-07-22 18:14
Chikungunya virus infection,/m/01__7l,46,BR-AL,Dengue,2020-03,2025-07-22 18:14
Zika fever,/m/02vkznh,33,BR-AL,Dengue,2020-03,2025-07-22 18:14
Disease,/m/027x3,33,BR-AL,Dengue,2020-03,2025-07-22 18:14
HIV/AIDS,/m/0d19y2,32,BR-AL,Dengue,2020-03,2025-07-22 18:14
Aedes,/m/01yz26,28,BR-AL,Dengue,2020-03,2025-07-22 18:14
Natural person,/m/01_h7_,26,BR-AL,Dengue,2020-03,2025-07-22 18:14
Fever,/m/0cjf0,20,BR-AL,Dengue,2020-03,2025-07-22 18:14
Influenza,/m/0cycc,19,BR-AL,Dengue,2020-03,2025-07-22 18:14
Preventive healthcare,/m/0400g4,19,BR-AL,Dengue,2020-03,2025-07-22 18:14
Vaccine,/m/07__7,18,BR-AL,Dengue,2020-03,2025-07-22 18:14
Yellow fever,/m/087z2,15,BR-AL,Dengue,2020-03,2025-07-22 18:14
Zika virus,/m/080m_5j,14,BR-AL,Dengue,2020-03,2025-07-22 18:14
Swine influenza,/m/057c6k,12,BR-AL,Dengue,2020-03,2025-07-22 18:14
Mortality rate,/m/01b4_q,12,BR-AL,Dengue,2020-03,2025-07-22 18:14
State of Paraná,/m/01hd3f,12,BR-AL,Dengue,2020-03,2025-07-22 18:14
Ministry of Health of Brazil,/m/0c3ty1w,9,BR-AL,Dengue,2020-03,2025-07-22 18:14
Dengue virus,/m/0g58pft,8,BR-AL,Dengue,2020-03,2025-07-22 18:14
Eye,/m/014sv8,7,BR-AL,Dengue,2020-03,2025-07-22 18:14
Cholera,/m/024c2,7,BR-AL,Dengue,2020-03,2025-07-22 18:14
Influenza A virus subtype H1N1,/m/087t7g,5,BR-AL,Dengue,2020-03,2025-07-22 18:14
Symptom,/m/01b_06,100,BR-AM,Dengue,2020-03,2025-07-22 18:14
Virus,/m/0g9pc,40,BR-AM,Dengue,2020-03,2025-07-22 18:14
Mosquito,/m/09f96,34,BR-AM,Dengue,2020-03,2025-07-22 18:14
Yellow fever mosquito,/m/06y6_w,34,BR-AM,Dengue,2020-03,2025-07-22 18:14
Disease,/m/027x3,25,BR-AM,Dengue,2020-03,2025-07-22 18:14
Fever,/m/0cjf0,21,BR-AM,Dengue,2020-03,2025-07-22 18:14
Zika fever,/m/02vkznh,21,BR-AM,Dengue,2020-03,2025-07-22 18:14
Natural person,/m/01_h7_,19,BR-AM,Dengue,2020-03,2025-07-22 18:14
Measles,/m/0g2gb,19,BR-AM,Dengue,2020-03,2025-07-22 18:14
Chikungunya virus infection,/m/01__7l,19,BR-AM,Dengue,2020-03,2025-07-22 18:14
Preventive healthcare,/m/0400g4,18,BR-AM,Dengue,2020-03,2025-07-22 18:14
HIV/AIDS,/m/0d19y2,15,BR-AM,Dengue,2020-03,2025-07-22 18:14
Influenza,/m/0cycc,14,BR-AM,Dengue,2020-03,2025-07-22 18:14
Mortality rate,/m/01b4_q,14,BR-AM,Dengue,2020-03,2025-07-22 18:14
Swine influenza,/m/057c6k,13,BR-AM,Dengue,2020-03,2025-07-22 18:14
Dengue virus,/m/0g58pft,11,BR-AM,Dengue,2020-03,2025-07-22 18:14
Malaria,/m/0542n,11,BR-AM,Dengue,2020-03,2025-07-22 18:14
Body,/m/0180q,10,BR-AM,Dengue,2020-03,2025-07-22 18:14
Yellow fever,/m/087z2,10,BR-AM,Dengue,2020-03,2025-07-22 18:14
Infection,/m/098s1,10,BR-AM,Dengue,2020-03,2025-07-22 18:14
Aedes,/m/01yz26,9,BR-AM,Dengue,2020-03,2025-07-22 18:14
Bleeding,/m/012n6x,8,BR-AM,Dengue,2020-03,2025-07-22 18:14
Physical examination,/m/02vjj4,7,BR-AM,Dengue,2020-03,2025-07-22 18:14
Adult,/m/016c68,6,BR-AM,Dengue,2020-03,2025-07-22 18:14
Symptom,/m/01b_06,100,BR-AP,Dengue,2020-03,2025-07-22 18:14
Death,/m/0294j,53,BR-AP,Dengue,2020-03,2025-07-22 18:14
Natural person,/m/01_h7_,43,BR-AP,Dengue,2020-03,2025-07-22 18:14
Disease,/m/027x3,30,BR-AP,Dengue,2020-03,2025-07-22 18:14
Mosquito,/m/09f96,26,BR-AP,Dengue,2020-03,2025-07-22 18:14
Symptom,/m/01b_06,100,BR-BA,Dengue,2020-03,2025-07-22 18:14
Yellow fever mosquito,/m/06y6_w,30,BR-BA,Dengue,2020-03,2025-07-22 18:14
Chikungunya virus infection,/m/01__7l,30,BR-BA,Dengue,2020-03,2025-07-22 18:14
Mosquito,/m/09f96,29,BR-BA,Dengue,2020-03,2025-07-22 18:14
Zika fever,/m/02vkznh,27,BR-BA,Dengue,2020-03,2025-07-22 18:14
Zika virus,/m/080m_5j,14,BR-BA,Dengue,2020-03,2025-07-22 18:14
Disease,/m/027x3,12,BR-BA,Dengue,2020-03,2025-07-22 18:14
Bleeding,/m/012n6x,11,BR-BA,Dengue,2020-03,2025-07-22 18:14
Fever,/m/0cjf0,11,BR-BA,Dengue,2020-03,2025-07-22 18:14
Metamizole,/m/08j19g,8,BR-BA,Dengue,2020-03,2025-07-22 18:14
Swine influenza,/m/057c6k,7,BR-BA,Dengue,2020-03,2025-07-22 18:14
Acetaminophen,/m/0lbt3,6,BR-BA,Dengue,2020-03,2025-07-22 18:14
Itch,/m/04kllm9,6,BR-BA,Dengue,2020-03,2025-07-22 18:14
Pharmaceutical drug,/m/018l35,6,BR-BA,Dengue,2020-03,2025-07-22 18:14
Measles,/m/0g2gb,5,BR-BA,Dengue,2020-03,2025-07-22 18:14
Preventive healthcare,/m/0400g4,5,BR-BA,Dengue,2020-03,2025-07-22 18:14
Mortality rate,/m/01b4_q,4,BR-BA,Dengue,2020-03,2025-07-22 18:14
