topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2020-06,2025-07-22 18:23
Coronavirus,/m/01cpyy,25,BR-AC,Dengue,2020-06,2025-07-22 18:23
Fever,/m/0cjf0,22,BR-AC,Dengue,2020-06,2025-07-22 18:23
Therapy,/m/03c1dkx,18,BR-AC,Dengue,2020-06,2025-07-22 18:23
Disease,/m/027x3,14,BR-AC,Dengue,2020-06,2025-07-22 18:23
Head,/m/04hgtk,13,BR-AC,Dengue,2020-06,2025-07-22 18:23
Pain,/m/062t2,6,BR-AC,Dengue,2020-06,2025-07-22 18:23
Symptom,/m/01b_06,100,BR-AL,Dengue,2020-06,2025-07-22 18:23
Yellow fever mosquito,/m/06y6_w,58,BR-AL,Dengue,2020-06,2025-07-22 18:23
Mosquito,/m/09f96,50,BR-AL,Dengue,2020-06,2025-07-22 18:23
Chikungunya virus infection,/m/01__7l,22,BR-AL,Dengue,2020-06,2025-07-22 18:23
Zika fever,/m/02vkznh,21,BR-AL,Dengue,2020-06,2025-07-22 18:23
Disease,/m/027x3,18,BR-AL,Dengue,2020-06,2025-07-22 18:23
Aedes,/m/01yz26,18,BR-AL,Dengue,2020-06,2025-07-22 18:23
Virus,/m/0g9pc,15,BR-AL,Dengue,2020-06,2025-07-22 18:23
Bleeding,/m/012n6x,14,BR-AL,Dengue,2020-06,2025-07-22 18:23
Fever,/m/0cjf0,10,BR-AL,Dengue,2020-06,2025-07-22 18:23
Therapy,/m/03c1dkx,10,BR-AL,Dengue,2020-06,2025-07-22 18:23
Influenza,/m/0cycc,9,BR-AL,Dengue,2020-06,2025-07-22 18:23
Viral Infection,/m/02kc20m,8,BR-AL,Dengue,2020-06,2025-07-22 18:23
Combat,/m/0byj4,7,BR-AL,Dengue,2020-06,2025-07-22 18:23
International Classification of Diseases,/m/03zlr,7,BR-AL,Dengue,2020-06,2025-07-22 18:23
Transmission,/m/036991,7,BR-AL,Dengue,2020-06,2025-07-22 18:23
Itch,/m/04kllm9,6,BR-AL,Dengue,2020-06,2025-07-22 18:23
Cause,/m/0j276x9,6,BR-AL,Dengue,2020-06,2025-07-22 18:23
Plan,/m/018jrr,5,BR-AL,Dengue,2020-06,2025-07-22 18:23
Yellow fever,/m/087z2,5,BR-AL,Dengue,2020-06,2025-07-22 18:23
Dengue virus,/m/0g58pft,5,BR-AL,Dengue,2020-06,2025-07-22 18:23
Parody,/m/0gf28,5,BR-AL,Dengue,2020-06,2025-07-22 18:23
Symptom,/m/01b_06,100,BR-AM,Dengue,2020-06,2025-07-22 18:23
Disease,/m/027x3,71,BR-AM,Dengue,2020-06,2025-07-22 18:23
Mosquito,/m/09f96,50,BR-AM,Dengue,2020-06,2025-07-22 18:23
Bleeding,/m/012n6x,38,BR-AM,Dengue,2020-06,2025-07-22 18:23
Virus,/m/0g9pc,37,BR-AM,Dengue,2020-06,2025-07-22 18:23
Yellow fever mosquito,/m/06y6_w,36,BR-AM,Dengue,2020-06,2025-07-22 18:23
Epidemiology,/m/0hnfc,27,BR-AM,Dengue,2020-06,2025-07-22 18:23
Infection,/m/098s1,27,BR-AM,Dengue,2020-06,2025-07-22 18:23
Health,/m/0kt51,26,BR-AM,Dengue,2020-06,2025-07-22 18:23
Transmission,/m/036991,23,BR-AM,Dengue,2020-06,2025-07-22 18:23
Function,/m/02v_93z,17,BR-AM,Dengue,2020-06,2025-07-22 18:23
Insects,/m/03vt0,17,BR-AM,Dengue,2020-06,2025-07-22 18:23
Malaria,/m/0542n,17,BR-AM,Dengue,2020-06,2025-07-22 18:23
Hepatitis,/m/09jg8,17,BR-AM,Dengue,2020-06,2025-07-22 18:23
Measles,/m/0g2gb,16,BR-AM,Dengue,2020-06,2025-07-22 18:23
Body,/m/0180q,15,BR-AM,Dengue,2020-06,2025-07-22 18:23
Influenza,/m/0cycc,15,BR-AM,Dengue,2020-06,2025-07-22 18:23
Language,/m/04g7d,15,BR-AM,Dengue,2020-06,2025-07-22 18:23
Incidence,/m/0169mv,15,BR-AM,Dengue,2020-06,2025-07-22 18:23
HIV/AIDS,/m/0d19y2,14,BR-AM,Dengue,2020-06,2025-07-22 18:23
Infectious disease,/m/03tp4,14,BR-AM,Dengue,2020-06,2025-07-22 18:23
Information,/m/03y39,14,BR-AM,Dengue,2020-06,2025-07-22 18:23
Yellow fever,/m/087z2,12,BR-AM,Dengue,2020-06,2025-07-22 18:23
Medical sign,/m/02qbqx,11,BR-AM,Dengue,2020-06,2025-07-22 18:23
Symptom,/m/01b_06,100,BR-AP,Dengue,2020-06,2025-07-22 18:23
