topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2021-04,2025-07-30 16:06
COVID-19,/g/11j2cc_qll,44,BR-AC,Dengue,2021-04,2025-07-30 16:06
Itch,/m/04kllm9,22,BR-AC,Dengue,2021-04,2025-07-30 16:06
Transmission,/m/036991,17,BR-AC,Dengue,2021-04,2025-07-30 16:06
Yellow fever mosquito,/m/06y6_w,14,BR-AC,Dengue,2021-04,2025-07-30 16:06
Bleeding,/m/012n6x,11,BR-AC,Dengue,2021-04,2025-07-30 16:06
Chikungunya virus infection,/m/01__7l,10,BR-AC,Dengue,2021-04,2025-07-30 16:06
Disease,/m/027x3,9,BR-AC,Dengue,2021-04,2025-07-30 16:06
Diarrhea,/m/0f3kl,9,BR-AC,Dengue,2021-04,2025-07-30 16:06
Zika fever,/m/02vkznh,8,BR-AC,Dengue,2021-04,2025-07-30 16:06
Mosquito,/m/09f96,6,BR-AC,Dengue,2021-04,2025-07-30 16:06
Symptom,/m/01b_06,100,BR-AL,Dengue,2021-04,2025-07-30 16:06
Mosquito,/m/09f96,79,BR-AL,Dengue,2021-04,2025-07-30 16:06
Yellow fever mosquito,/m/06y6_w,63,BR-AL,Dengue,2021-04,2025-07-30 16:06
Disease,/m/027x3,49,BR-AL,Dengue,2021-04,2025-07-30 16:06
Zika fever,/m/02vkznh,27,BR-AL,Dengue,2021-04,2025-07-30 16:06
Chikungunya virus infection,/m/01__7l,25,BR-AL,Dengue,2021-04,2025-07-30 16:06
Health,/m/0kt51,24,BR-AL,Dengue,2021-04,2025-07-30 16:06
Analysis,/g/121vr6rm,20,BR-AL,Dengue,2021-04,2025-07-30 16:06
Aedes,/m/01yz26,18,BR-AL,Dengue,2021-04,2025-07-30 16:06
HIV/AIDS,/m/0d19y2,17,BR-AL,Dengue,2021-04,2025-07-30 16:06
Body,/m/0180q,16,BR-AL,Dengue,2021-04,2025-07-30 16:06
Data,/m/026sq,14,BR-AL,Dengue,2021-04,2025-07-30 16:06
Region,/m/0fg5q,9,BR-AL,Dengue,2021-04,2025-07-30 16:06
Bleeding,/m/012n6x,8,BR-AL,Dengue,2021-04,2025-07-30 16:06
Symptom,/m/01b_06,100,BR-AM,Dengue,2021-04,2025-07-30 16:06
Yellow fever mosquito,/m/06y6_w,35,BR-AM,Dengue,2021-04,2025-07-30 16:06
Mosquito,/m/09f96,29,BR-AM,Dengue,2021-04,2025-07-30 16:06
Virus,/m/0g9pc,21,BR-AM,Dengue,2021-04,2025-07-30 16:06
Transmission,/m/036991,19,BR-AM,Dengue,2021-04,2025-07-30 16:06
Disease,/m/027x3,17,BR-AM,Dengue,2021-04,2025-07-30 16:06
Fever,/m/0cjf0,17,BR-AM,Dengue,2021-04,2025-07-30 16:06
Bleeding,/m/012n6x,15,BR-AM,Dengue,2021-04,2025-07-30 16:06
Zika fever,/m/02vkznh,15,BR-AM,Dengue,2021-04,2025-07-30 16:06
Chikungunya virus infection,/m/01__7l,14,BR-AM,Dengue,2021-04,2025-07-30 16:06
Cure,/m/0405g08,14,BR-AM,Dengue,2021-04,2025-07-30 16:06
Acetaminophen,/m/0lbt3,13,BR-AM,Dengue,2021-04,2025-07-30 16:06
Itch,/m/04kllm9,12,BR-AM,Dengue,2021-04,2025-07-30 16:06
Malaria,/m/0542n,10,BR-AM,Dengue,2021-04,2025-07-30 16:06
Infection,/m/098s1,9,BR-AM,Dengue,2021-04,2025-07-30 16:06
Pharmaceutical drug,/m/018l35,8,BR-AM,Dengue,2021-04,2025-07-30 16:06
Combat,/m/0byj4,8,BR-AM,Dengue,2021-04,2025-07-30 16:06
Yellow fever,/m/087z2,8,BR-AM,Dengue,2021-04,2025-07-30 16:06
HIV/AIDS,/m/0d19y2,8,BR-AM,Dengue,2021-04,2025-07-30 16:06
Measles,/m/0g2gb,8,BR-AM,Dengue,2021-04,2025-07-30 16:06
Influenza,/m/0cycc,7,BR-AM,Dengue,2021-04,2025-07-30 16:06
Headache,/m/0j5fv,7,BR-AM,Dengue,2021-04,2025-07-30 16:06
Fungi,/m/03154,7,BR-AM,Dengue,2021-04,2025-07-30 16:06
Disease vector,/m/03cln52,6,BR-AM,Dengue,2021-04,2025-07-30 16:06
Symptom,/m/01b_06,100,BR-AP,Dengue,2021-04,2025-07-30 16:06
Disease,/m/027x3,85,BR-AP,Dengue,2021-04,2025-07-30 16:06
Symptom,/m/01b_06,100,BR-BA,Dengue,2021-04,2025-07-30 16:06
Yellow fever mosquito,/m/06y6_w,56,BR-BA,Dengue,2021-04,2025-07-30 16:06
Mosquito,/m/09f96,51,BR-BA,Dengue,2021-04,2025-07-30 16:06
Chikungunya virus infection,/m/01__7l,50,BR-BA,Dengue,2021-04,2025-07-30 16:06
Disease,/m/027x3,42,BR-BA,Dengue,2021-04,2025-07-30 16:06
