topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2021-10,2025-07-23 14:24
Symptom,/m/01b_06,100,BR-AL,Dengue,2021-10,2025-07-23 14:24
Mosquito,/m/09f96,30,BR-AL,Dengue,2021-10,2025-07-23 14:24
Yellow fever mosquito,/m/06y6_w,23,BR-AL,Dengue,2021-10,2025-07-23 14:24
Disease,/m/027x3,18,BR-AL,Dengue,2021-10,2025-07-23 14:24
Fever,/m/0cjf0,15,BR-AL,Dengue,2021-10,2025-07-23 14:24
Bleeding,/m/012n6x,10,BR-AL,Dengue,2021-10,2025-07-23 14:24
Chikungunya virus infection,/m/01__7l,10,BR-AL,Dengue,2021-10,2025-07-23 14:24
International Classification of Diseases,/m/03zlr,7,BR-AL,Dengue,2021-10,2025-07-23 14:24
Virus,/m/0g9pc,5,BR-AL,Dengue,2021-10,2025-07-23 14:24
Headache,/m/0j5fv,4,BR-AL,Dengue,2021-10,2025-07-23 14:24
Yellow fever mosquito,/m/06y6_w,100,BR-AM,Dengue,2021-10,2025-07-23 14:24
Symptom,/m/01b_06,82,BR-AM,Dengue,2021-10,2025-07-23 14:24
Mosquito,/m/09f96,77,BR-AM,Dengue,2021-10,2025-07-23 14:24
Disease,/m/027x3,55,BR-AM,Dengue,2021-10,2025-07-23 14:24
Water,/m/0838f,54,BR-AM,Dengue,2021-10,2025-07-23 14:24
Health,/m/0kt51,53,BR-AM,Dengue,2021-10,2025-07-23 14:24
Malaria,/m/0542n,46,BR-AM,Dengue,2021-10,2025-07-23 14:24
Transmission,/m/036991,30,BR-AM,Dengue,2021-10,2025-07-23 14:24
Zika fever,/m/02vkznh,28,BR-AM,Dengue,2021-10,2025-07-23 14:24
COVID-19,/g/11j2cc_qll,27,BR-AM,Dengue,2021-10,2025-07-23 14:24
Aedes,/m/01yz26,27,BR-AM,Dengue,2021-10,2025-07-23 14:24
Virus,/m/0g9pc,20,BR-AM,Dengue,2021-10,2025-07-23 14:24
Text,/m/07s6nbt,20,BR-AM,Dengue,2021-10,2025-07-23 14:24
Physical examination,/m/02vjj4,19,BR-AM,Dengue,2021-10,2025-07-23 14:24
HIV/AIDS,/m/0d19y2,14,BR-AM,Dengue,2021-10,2025-07-23 14:24
Mosquito,/m/09f96,100,BR-AP,Dengue,2021-10,2025-07-23 14:24
Yellow fever mosquito,/m/06y6_w,69,BR-AP,Dengue,2021-10,2025-07-23 14:24
Disease,/m/027x3,100,BR-BA,Dengue,2021-10,2025-07-23 14:24
Mosquito,/m/09f96,96,BR-BA,Dengue,2021-10,2025-07-23 14:24
Yellow fever mosquito,/m/06y6_w,91,BR-BA,Dengue,2021-10,2025-07-23 14:24
Virus,/m/0g9pc,70,BR-BA,Dengue,2021-10,2025-07-23 14:24
Symptom,/m/01b_06,59,BR-BA,Dengue,2021-10,2025-07-23 14:24
Transmission,/m/036991,45,BR-BA,Dengue,2021-10,2025-07-23 14:24
Zika fever,/m/02vkznh,38,BR-BA,Dengue,2021-10,2025-07-23 14:24
Chikungunya virus infection,/m/01__7l,35,BR-BA,Dengue,2021-10,2025-07-23 14:24
Organism,/m/05nnm,35,BR-BA,Dengue,2021-10,2025-07-23 14:24
Yellow fever,/m/087z2,33,BR-BA,Dengue,2021-10,2025-07-23 14:24
Aedes,/m/01yz26,32,BR-BA,Dengue,2021-10,2025-07-23 14:24
Bacteria,/m/017q2,31,BR-BA,Dengue,2021-10,2025-07-23 14:24
Fever,/m/0cjf0,29,BR-BA,Dengue,2021-10,2025-07-23 14:24
Malaria,/m/0542n,28,BR-BA,Dengue,2021-10,2025-07-23 14:24
Health,/m/0kt51,27,BR-BA,Dengue,2021-10,2025-07-23 14:24
Cell,/m/01cbd,23,BR-BA,Dengue,2021-10,2025-07-23 14:24
Influenza,/m/0cycc,22,BR-BA,Dengue,2021-10,2025-07-23 14:24
Reproduction,/m/06kcv,20,BR-BA,Dengue,2021-10,2025-07-23 14:24
Finitary relation,/m/04xtq,19,BR-BA,Dengue,2021-10,2025-07-23 14:24
Cause,/m/0j276x9,18,BR-BA,Dengue,2021-10,2025-07-23 14:24
semester,/g/120qky88,18,BR-BA,Dengue,2021-10,2025-07-23 14:24
Disease vector,/g/1213bm7p,18,BR-BA,Dengue,2021-10,2025-07-23 14:24
Infection,/m/098s1,17,BR-BA,Dengue,2021-10,2025-07-23 14:24
Bleeding,/m/012n6x,17,BR-BA,Dengue,2021-10,2025-07-23 14:24
HIV/AIDS,/m/0d19y2,16,BR-BA,Dengue,2021-10,2025-07-23 14:24
Symptom,/m/01b_06,100,BR-CE,Dengue,2021-10,2025-07-23 14:24
Mosquito,/m/09f96,49,BR-CE,Dengue,2021-10,2025-07-23 14:24
Disease,/m/027x3,47,BR-CE,Dengue,2021-10,2025-07-23 14:24
Yellow fever mosquito,/m/06y6_w,41,BR-CE,Dengue,2021-10,2025-07-23 14:24
Virus,/m/0g9pc,27,BR-CE,Dengue,2021-10,2025-07-23 14:24
Transmission,/m/036991,19,BR-CE,Dengue,2021-10,2025-07-23 14:24
Chikungunya virus infection,/m/01__7l,19,BR-CE,Dengue,2021-10,2025-07-23 14:24
Bleeding,/m/012n6x,18,BR-CE,Dengue,2021-10,2025-07-23 14:24
Zika fever,/m/02vkznh,17,BR-CE,Dengue,2021-10,2025-07-23 14:24
Shower,/m/02f9f_,16,BR-CE,Dengue,2021-10,2025-07-23 14:24
Organism,/m/05nnm,16,BR-CE,Dengue,2021-10,2025-07-23 14:24
