topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2022-02,2025-07-23 14:35
Itch,/m/04kllm9,51,BR-AC,Dengue,2022-02,2025-07-23 14:35
Cure,/m/0405g08,39,BR-AC,Dengue,2022-02,2025-07-23 14:35
Bleeding,/m/012n6x,37,BR-AC,Dengue,2022-02,2025-07-23 14:35
Food,/m/02wbm,31,BR-AC,Dengue,2022-02,2025-07-23 14:35
COVID-19,/g/11j2cc_qll,28,BR-AC,Dengue,2022-02,2025-07-23 14:35
Yellow fever mosquito,/m/06y6_w,23,BR-AC,Dengue,2022-02,2025-07-23 14:35
Symptom,/m/01b_06,100,BR-AL,Dengue,2022-02,2025-07-23 14:35
Mosquito,/m/09f96,42,BR-AL,Dengue,2022-02,2025-07-23 14:35
Yellow fever mosquito,/m/06y6_w,36,BR-AL,Dengue,2022-02,2025-07-23 14:35
Chikungunya virus infection,/m/01__7l,20,BR-AL,Dengue,2022-02,2025-07-23 14:35
Body ache,/g/11k71tc65k,15,BR-AL,Dengue,2022-02,2025-07-23 14:35
Head,/m/04hgtk,14,BR-AL,Dengue,2022-02,2025-07-23 14:35
Zika fever,/m/02vkznh,13,BR-AL,Dengue,2022-02,2025-07-23 14:35
Virus,/m/0g9pc,13,BR-AL,Dengue,2022-02,2025-07-23 14:35
Fever,/m/0cjf0,11,BR-AL,Dengue,2022-02,2025-07-23 14:35
Disease,/m/027x3,9,BR-AL,Dengue,2022-02,2025-07-23 14:35
Bleeding,/m/012n6x,8,BR-AL,Dengue,2022-02,2025-07-23 14:35
Symptom,/m/01b_06,100,BR-AM,Dengue,2022-02,2025-07-23 14:35
Disease,/m/027x3,72,BR-AM,Dengue,2022-02,2025-07-23 14:35
Mosquito,/m/09f96,35,BR-AM,Dengue,2022-02,2025-07-23 14:35
Yellow fever mosquito,/m/06y6_w,27,BR-AM,Dengue,2022-02,2025-07-23 14:35
Aedes,/m/01yz26,23,BR-AM,Dengue,2022-02,2025-07-23 14:35
Combat,/m/0byj4,22,BR-AM,Dengue,2022-02,2025-07-23 14:35
Water,/m/0838f,21,BR-AM,Dengue,2022-02,2025-07-23 14:35
Fever,/m/0cjf0,19,BR-AM,Dengue,2022-02,2025-07-23 14:35
Share,/m/03jzl9,18,BR-AM,Dengue,2022-02,2025-07-23 14:35
Transmission,/m/036991,16,BR-AM,Dengue,2022-02,2025-07-23 14:35
Zika fever,/m/02vkznh,14,BR-AM,Dengue,2022-02,2025-07-23 14:35
Patient,/m/028hfb,13,BR-AM,Dengue,2022-02,2025-07-23 14:35
Chikungunya virus infection,/m/01__7l,12,BR-AM,Dengue,2022-02,2025-07-23 14:35
Influenza,/m/0cycc,11,BR-AM,Dengue,2022-02,2025-07-23 14:35
Itch,/m/04kllm9,11,BR-AM,Dengue,2022-02,2025-07-23 14:35
Infant,/m/0jnvp,11,BR-AM,Dengue,2022-02,2025-07-23 14:35
Complete blood count,/m/01k19y,10,BR-AM,Dengue,2022-02,2025-07-23 14:35
Adult,/m/016c68,9,BR-AM,Dengue,2022-02,2025-07-23 14:35
Epidemic,/m/0hn9s,7,BR-AM,Dengue,2022-02,2025-07-23 14:35
Mosquito,/m/09f96,100,BR-AP,Dengue,2022-02,2025-07-23 14:35
Vaccine,/m/07__7,56,BR-AP,Dengue,2022-02,2025-07-23 14:35
Symptom,/m/01b_06,47,BR-AP,Dengue,2022-02,2025-07-23 14:35
Symptom,/m/01b_06,100,BR-BA,Dengue,2022-02,2025-07-23 14:35
Chikungunya virus infection,/m/01__7l,41,BR-BA,Dengue,2022-02,2025-07-23 14:35
Mosquito,/m/09f96,32,BR-BA,Dengue,2022-02,2025-07-23 14:35
Yellow fever mosquito,/m/06y6_w,30,BR-BA,Dengue,2022-02,2025-07-23 14:35
Zika fever,/m/02vkznh,23,BR-BA,Dengue,2022-02,2025-07-23 14:35
Fever,/m/0cjf0,21,BR-BA,Dengue,2022-02,2025-07-23 14:35
Disease,/m/027x3,19,BR-BA,Dengue,2022-02,2025-07-23 14:35
Bleeding,/m/012n6x,15,BR-BA,Dengue,2022-02,2025-07-23 14:35
Itch,/m/04kllm9,12,BR-BA,Dengue,2022-02,2025-07-23 14:35
Metamizole,/m/08j19g,11,BR-BA,Dengue,2022-02,2025-07-23 14:35
Body,/m/0180q,10,BR-BA,Dengue,2022-02,2025-07-23 14:35
Transmission,/m/036991,9,BR-BA,Dengue,2022-02,2025-07-23 14:35
Aedes,/m/01yz26,8,BR-BA,Dengue,2022-02,2025-07-23 14:35
Physical examination,/m/02vjj4,8,BR-BA,Dengue,2022-02,2025-07-23 14:35
Acetaminophen,/m/0lbt3,7,BR-BA,Dengue,2022-02,2025-07-23 14:35
Influenza,/m/0cycc,6,BR-BA,Dengue,2022-02,2025-07-23 14:35
Combat,/m/0byj4,5,BR-BA,Dengue,2022-02,2025-07-23 14:35
Adult,/m/016c68,5,BR-BA,Dengue,2022-02,2025-07-23 14:35
Headache,/m/0j5fv,5,BR-BA,Dengue,2022-02,2025-07-23 14:35
Ibuprofen,/m/014d3g,5,BR-BA,Dengue,2022-02,2025-07-23 14:35
Malaria,/m/0542n,5,BR-BA,Dengue,2022-02,2025-07-23 14:35
Symptom,/m/01b_06,100,BR-CE,Dengue,2022-02,2025-07-23 14:35
Mosquito,/m/09f96,55,BR-CE,Dengue,2022-02,2025-07-23 14:35
Yellow fever mosquito,/m/06y6_w,54,BR-CE,Dengue,2022-02,2025-07-23 14:35
Chikungunya virus infection,/m/01__7l,48,BR-CE,Dengue,2022-02,2025-07-23 14:35
Zika fever,/m/02vkznh,26,BR-CE,Dengue,2022-02,2025-07-23 14:35
Disease,/m/027x3,23,BR-CE,Dengue,2022-02,2025-07-23 14:35
Virus,/m/0g9pc,21,BR-CE,Dengue,2022-02,2025-07-23 14:35
Cure,/m/0405g08,20,BR-CE,Dengue,2022-02,2025-07-23 14:35
Transmission,/m/036991,16,BR-CE,Dengue,2022-02,2025-07-23 14:35
Fever,/m/0cjf0,15,BR-CE,Dengue,2022-02,2025-07-23 14:35
Itch,/m/04kllm9,14,BR-CE,Dengue,2022-02,2025-07-23 14:35
Bleeding,/m/012n6x,9,BR-CE,Dengue,2022-02,2025-07-23 14:35
Blood,/m/019jw,9,BR-CE,Dengue,2022-02,2025-07-23 14:35
Skin,/m/06z04,9,BR-CE,Dengue,2022-02,2025-07-23 14:35
Metamizole,/m/08j19g,9,BR-CE,Dengue,2022-02,2025-07-23 14:35
Physical examination,/m/02vjj4,9,BR-CE,Dengue,2022-02,2025-07-23 14:35
Aedes,/m/01yz26,8,BR-CE,Dengue,2022-02,2025-07-23 14:35
Larva,/m/0d9_3,7,BR-CE,Dengue,2022-02,2025-07-23 14:35
Yellow fever,/m/087z2,7,BR-CE,Dengue,2022-02,2025-07-23 14:35
Species,/m/06zf0,7,BR-CE,Dengue,2022-02,2025-07-23 14:35
Headache,/m/0j5fv,7,BR-CE,Dengue,2022-02,2025-07-23 14:35
Red blotches,/g/11cnnds5rt,7,BR-CE,Dengue,2022-02,2025-07-23 14:35
Acetaminophen,/m/0lbt3,6,BR-CE,Dengue,2022-02,2025-07-23 14:35
Hepatitis A,/m/01yjzm,6,BR-CE,Dengue,2022-02,2025-07-23 14:35
Combat,/m/0byj4,6,BR-CE,Dengue,2022-02,2025-07-23 14:35
Symptom,/m/01b_06,100,BR-DF,Dengue,2022-02,2025-07-23 14:35
Itch,/m/04kllm9,21,BR-DF,Dengue,2022-02,2025-07-23 14:35
Cure,/m/0405g08,16,BR-DF,Dengue,2022-02,2025-07-23 14:35
Mosquito,/m/09f96,16,BR-DF,Dengue,2022-02,2025-07-23 14:35
Bleeding,/m/012n6x,14,BR-DF,Dengue,2022-02,2025-07-23 14:35
Fever,/m/0cjf0,13,BR-DF,Dengue,2022-02,2025-07-23 14:35
Yellow fever mosquito,/m/06y6_w,12,BR-DF,Dengue,2022-02,2025-07-23 14:35
Physical examination,/m/02vjj4,10,BR-DF,Dengue,2022-02,2025-07-23 14:35
Platelet,/m/01bw6w,9,BR-DF,Dengue,2022-02,2025-07-23 14:35
Body,/m/0180q,8,BR-DF,Dengue,2022-02,2025-07-23 14:35
Coronavirus Omicron variant,/g/11pdprrhy8,7,BR-DF,Dengue,2022-02,2025-07-23 14:35
Metamizole,/m/08j19g,7,BR-DF,Dengue,2022-02,2025-07-23 14:35
Immunoglobulin M,/m/02gshc,7,BR-DF,Dengue,2022-02,2025-07-23 14:35
Vomiting,/m/012qjw,6,BR-DF,Dengue,2022-02,2025-07-23 14:35
Diarrhea,/m/0f3kl,5,BR-DF,Dengue,2022-02,2025-07-23 14:35
Chikungunya virus infection,/m/01__7l,5,BR-DF,Dengue,2022-02,2025-07-23 14:35
Acetaminophen,/m/0lbt3,4,BR-DF,Dengue,2022-02,2025-07-23 14:35
Immunoglobulin G,/m/02gsf4,4,BR-DF,Dengue,2022-02,2025-07-23 14:35
Influenza,/m/0cycc,4,BR-DF,Dengue,2022-02,2025-07-23 14:35
Headache,/m/0j5fv,4,BR-DF,Dengue,2022-02,2025-07-23 14:35
Saline,/m/04v715,4,BR-DF,Dengue,2022-02,2025-07-23 14:35
Ministry of Health of Brazil,/m/0c3ty1w,3,BR-DF,Dengue,2022-02,2025-07-23 14:35
Degree Celsius,/m/02162,3,BR-DF,Dengue,2022-02,2025-07-23 14:35
Red blotches,/g/11cnnds5rt,3,BR-DF,Dengue,2022-02,2025-07-23 14:35
Symptom,/m/01b_06,100,BR-ES,Dengue,2022-02,2025-07-23 14:35
Mosquito,/m/09f96,32,BR-ES,Dengue,2022-02,2025-07-23 14:35
Yellow fever mosquito,/m/06y6_w,32,BR-ES,Dengue,2022-02,2025-07-23 14:35
Zika fever,/m/02vkznh,27,BR-ES,Dengue,2022-02,2025-07-23 14:35
Disease,/m/027x3,23,BR-ES,Dengue,2022-02,2025-07-23 14:35
Body,/m/0180q,18,BR-ES,Dengue,2022-02,2025-07-23 14:35
Chikungunya virus infection,/m/01__7l,17,BR-ES,Dengue,2022-02,2025-07-23 14:35
Diagnosis,/g/155pjm37,17,BR-ES,Dengue,2022-02,2025-07-23 14:35
Cause,/m/0j276x9,17,BR-ES,Dengue,2022-02,2025-07-23 14:35
Physical examination,/m/02vjj4,13,BR-ES,Dengue,2022-02,2025-07-23 14:35
Mortality rate,/m/01b4_q,13,BR-ES,Dengue,2022-02,2025-07-23 14:35
Pain,/m/062t2,12,BR-ES,Dengue,2022-02,2025-07-23 14:35
Virus,/m/0g9pc,10,BR-ES,Dengue,2022-02,2025-07-23 14:35
Bleeding,/m/012n6x,9,BR-ES,Dengue,2022-02,2025-07-23 14:35
Ministry of Health of Brazil,/m/0c3ty1w,8,BR-ES,Dengue,2022-02,2025-07-23 14:35
Municipality,/g/120ykp47,8,BR-ES,Dengue,2022-02,2025-07-23 14:35
Transmission,/m/036991,7,BR-ES,Dengue,2022-02,2025-07-23 14:35
Symptom,/m/01b_06,100,BR-GO,Dengue,2022-02,2025-07-23 14:35
Itch,/m/04kllm9,20,BR-GO,Dengue,2022-02,2025-07-23 14:35
Mosquito,/m/09f96,17,BR-GO,Dengue,2022-02,2025-07-23 14:35
Bleeding,/m/012n6x,17,BR-GO,Dengue,2022-02,2025-07-23 14:35
Platelet,/m/01bw6w,17,BR-GO,Dengue,2022-02,2025-07-23 14:35
Yellow fever mosquito,/m/06y6_w,17,BR-GO,Dengue,2022-02,2025-07-23 14:35
Fever,/m/0cjf0,15,BR-GO,Dengue,2022-02,2025-07-23 14:35
Physical examination,/m/02vjj4,15,BR-GO,Dengue,2022-02,2025-07-23 14:35
Body,/m/0180q,13,BR-GO,Dengue,2022-02,2025-07-23 14:35
Chikungunya virus infection,/m/01__7l,10,BR-GO,Dengue,2022-02,2025-07-23 14:35
Metamizole,/m/08j19g,10,BR-GO,Dengue,2022-02,2025-07-23 14:35
