topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2021-12,2025-07-23 14:29
Mosquito,/m/09f96,29,BR-AC,Dengue,2021-12,2025-07-23 14:29
Bleeding,/m/012n6x,26,BR-AC,Dengue,2021-12,2025-07-23 14:29
Cure,/m/0405g08,24,BR-AC,Dengue,2021-12,2025-07-23 14:29
Symptom,/m/01b_06,100,BR-AL,Dengue,2021-12,2025-07-23 14:29
Yellow fever mosquito,/m/06y6_w,45,BR-AL,Dengue,2021-12,2025-07-23 14:29
Mosquito,/m/09f96,44,BR-AL,Dengue,2021-12,2025-07-23 14:29
Chikungunya virus infection,/m/01__7l,27,BR-AL,Dengue,2021-12,2025-07-23 14:29
Virus,/m/0g9pc,23,BR-AL,Dengue,2021-12,2025-07-23 14:29
Body,/m/0180q,19,BR-AL,Dengue,2021-12,2025-07-23 14:29
Bleeding,/m/012n6x,19,BR-AL,Dengue,2021-12,2025-07-23 14:29
Child,/m/0ytgt,17,BR-AL,Dengue,2021-12,2025-07-23 14:29
Disease,/m/027x3,16,BR-AL,Dengue,2021-12,2025-07-23 14:29
Zika fever,/m/02vkznh,16,BR-AL,Dengue,2021-12,2025-07-23 14:29
Transmission,/m/036991,15,BR-AL,Dengue,2021-12,2025-07-23 14:29
Fever,/m/0cjf0,11,BR-AL,Dengue,2021-12,2025-07-23 14:29
Symptom,/m/01b_06,100,BR-AM,Dengue,2021-12,2025-07-23 14:29
Malaria,/m/0542n,24,BR-AM,Dengue,2021-12,2025-07-23 14:29
Zika fever,/m/02vkznh,21,BR-AM,Dengue,2021-12,2025-07-23 14:29
Pain,/m/062t2,17,BR-AM,Dengue,2021-12,2025-07-23 14:29
Disease,/m/027x3,15,BR-AM,Dengue,2021-12,2025-07-23 14:29
Influenza,/m/0cycc,15,BR-AM,Dengue,2021-12,2025-07-23 14:29
Health,/m/0kt51,15,BR-AM,Dengue,2021-12,2025-07-23 14:29
,,,BR-AP,Dengue,2021-12,2025-07-23 14:29
Symptom,/m/01b_06,100,BR-BA,Dengue,2021-12,2025-07-23 14:29
Mosquito,/m/09f96,56,BR-BA,Dengue,2021-12,2025-07-23 14:29
Yellow fever mosquito,/m/06y6_w,50,BR-BA,Dengue,2021-12,2025-07-23 14:29
Chikungunya virus infection,/m/01__7l,34,BR-BA,Dengue,2021-12,2025-07-23 14:29
Zika fever,/m/02vkznh,30,BR-BA,Dengue,2021-12,2025-07-23 14:29
Disease,/m/027x3,29,BR-BA,Dengue,2021-12,2025-07-23 14:29
Virus,/m/0g9pc,26,BR-BA,Dengue,2021-12,2025-07-23 14:29
Fever,/m/0cjf0,23,BR-BA,Dengue,2021-12,2025-07-23 14:29
Influenza,/m/0cycc,20,BR-BA,Dengue,2021-12,2025-07-23 14:29
Health,/m/0kt51,20,BR-BA,Dengue,2021-12,2025-07-23 14:29
Transmission,/m/036991,18,BR-BA,Dengue,2021-12,2025-07-23 14:29
Bleeding,/m/012n6x,16,BR-BA,Dengue,2021-12,2025-07-23 14:29
Body,/m/0180q,11,BR-BA,Dengue,2021-12,2025-07-23 14:29
Combat,/m/0byj4,11,BR-BA,Dengue,2021-12,2025-07-23 14:29
