topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2020-09,2025-07-22 18:31
Disease,/m/027x3,68,BR-AC,Dengue,2020-09,2025-07-22 18:31
Symptom,/m/01b_06,100,BR-AL,Dengue,2020-09,2025-07-22 18:31
Mosquito,/m/09f96,81,BR-AL,Dengue,2020-09,2025-07-22 18:31
Yellow fever mosquito,/m/06y6_w,65,BR-AL,Dengue,2020-09,2025-07-22 18:31
Disease,/m/027x3,63,BR-AL,Dengue,2020-09,2025-07-22 18:31
Virus,/m/0g9pc,39,BR-AL,Dengue,2020-09,2025-07-22 18:31
Chemical substance,/m/01q5f,34,BR-AL,Dengue,2020-09,2025-07-22 18:31
Water,/m/0838f,30,BR-AL,Dengue,2020-09,2025-07-22 18:31
COVID-19,/g/11j2cc_qll,28,BR-AL,Dengue,2020-09,2025-07-22 18:31
Body,/m/0180q,27,BR-AL,Dengue,2020-09,2025-07-22 18:31
Fever,/m/0cjf0,24,BR-AL,Dengue,2020-09,2025-07-22 18:31
Dengue virus,/m/0g58pft,22,BR-AL,Dengue,2020-09,2025-07-22 18:31
etiological factor,/g/121bdggj,21,BR-AL,Dengue,2020-09,2025-07-22 18:31
Lesson,/m/0319ff,21,BR-AL,Dengue,2020-09,2025-07-22 18:31
Chikungunya virus infection,/m/01__7l,21,BR-AL,Dengue,2020-09,2025-07-22 18:31
Chagas disease,/m/0208m,21,BR-AL,Dengue,2020-09,2025-07-22 18:31
Food,/m/02wbm,21,BR-AL,Dengue,2020-09,2025-07-22 18:31
Health,/m/0kt51,20,BR-AL,Dengue,2020-09,2025-07-22 18:31
Transmission,/m/036991,19,BR-AL,Dengue,2020-09,2025-07-22 18:31
Goal,/m/03g_1kv,18,BR-AL,Dengue,2020-09,2025-07-22 18:31
Bacteria,/m/017q2,17,BR-AL,Dengue,2020-09,2025-07-22 18:31
Human,/m/0dgw9r,15,BR-AL,Dengue,2020-09,2025-07-22 18:31
Being,/m/015ns,14,BR-AL,Dengue,2020-09,2025-07-22 18:31
Symptom,/m/01b_06,100,BR-AM,Dengue,2020-09,2025-07-22 18:31
Disease,/m/027x3,66,BR-AM,Dengue,2020-09,2025-07-22 18:31
Mosquito,/m/09f96,58,BR-AM,Dengue,2020-09,2025-07-22 18:31
Yellow fever mosquito,/m/06y6_w,50,BR-AM,Dengue,2020-09,2025-07-22 18:31
Infection,/m/098s1,47,BR-AM,Dengue,2020-09,2025-07-22 18:31
Virus,/m/0g9pc,41,BR-AM,Dengue,2020-09,2025-07-22 18:31
Yellow fever,/m/087z2,38,BR-AM,Dengue,2020-09,2025-07-22 18:31
Fever,/m/0cjf0,34,BR-AM,Dengue,2020-09,2025-07-22 18:31
Organism,/m/05nnm,34,BR-AM,Dengue,2020-09,2025-07-22 18:31
Zika fever,/m/02vkznh,32,BR-AM,Dengue,2020-09,2025-07-22 18:31
Transmission,/m/036991,30,BR-AM,Dengue,2020-09,2025-07-22 18:31
Animal,/m/0jbk,29,BR-AM,Dengue,2020-09,2025-07-22 18:31
HIV/AIDS,/m/0d19y2,28,BR-AM,Dengue,2020-09,2025-07-22 18:31
Influenza,/m/0cycc,21,BR-AM,Dengue,2020-09,2025-07-22 18:31
Public Health,/m/02cm61,19,BR-AM,Dengue,2020-09,2025-07-22 18:31
Pain,/m/062t2,17,BR-AM,Dengue,2020-09,2025-07-22 18:31
