topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2020-04,2025-07-22 18:17
Yellow fever mosquito,/m/06y6_w,34,BR-AC,Dengue,2020-04,2025-07-22 18:17
Symptom,/m/01b_06,100,BR-AL,Dengue,2020-04,2025-07-22 18:17
Mosquito,/m/09f96,60,BR-AL,Dengue,2020-04,2025-07-22 18:17
Yellow fever mosquito,/m/06y6_w,52,BR-AL,Dengue,2020-04,2025-07-22 18:17
Death,/m/0294j,48,BR-AL,Dengue,2020-04,2025-07-22 18:17
Virus,/m/0g9pc,32,BR-AL,Dengue,2020-04,2025-07-22 18:17
Zika fever,/m/02vkznh,25,BR-AL,Dengue,2020-04,2025-07-22 18:17
Platelet,/m/01bw6w,21,BR-AL,Dengue,2020-04,2025-07-22 18:17
Therapy,/m/03c1dkx,18,BR-AL,Dengue,2020-04,2025-07-22 18:17
Natural person,/m/01_h7_,18,BR-AL,Dengue,2020-04,2025-07-22 18:17
Disease,/m/027x3,17,BR-AL,Dengue,2020-04,2025-07-22 18:17
Bleeding,/m/012n6x,17,BR-AL,Dengue,2020-04,2025-07-22 18:17
Aedes,/m/01yz26,16,BR-AL,Dengue,2020-04,2025-07-22 18:17
Influenza,/m/0cycc,15,BR-AL,Dengue,2020-04,2025-07-22 18:17
Statistics,/m/06mnr,15,BR-AL,Dengue,2020-04,2025-07-22 18:17
Swine influenza,/m/057c6k,15,BR-AL,Dengue,2020-04,2025-07-22 18:17
Chikungunya virus infection,/m/01__7l,14,BR-AL,Dengue,2020-04,2025-07-22 18:17
HIV/AIDS,/m/0d19y2,13,BR-AL,Dengue,2020-04,2025-07-22 18:17
Zika virus,/m/080m_5j,13,BR-AL,Dengue,2020-04,2025-07-22 18:17
Measles,/m/0g2gb,13,BR-AL,Dengue,2020-04,2025-07-22 18:17
Yellow fever,/m/087z2,12,BR-AL,Dengue,2020-04,2025-07-22 18:17
Vaccine,/m/07__7,11,BR-AL,Dengue,2020-04,2025-07-22 18:17
Acetaminophen,/m/0lbt3,11,BR-AL,Dengue,2020-04,2025-07-22 18:17
Epidemic,/m/0hn9s,10,BR-AL,Dengue,2020-04,2025-07-22 18:17
Infection,/m/098s1,10,BR-AL,Dengue,2020-04,2025-07-22 18:17
Symptom,/m/01b_06,100,BR-AM,Dengue,2020-04,2025-07-22 18:17
Virus,/m/0g9pc,27,BR-AM,Dengue,2020-04,2025-07-22 18:17
Disease,/m/027x3,21,BR-AM,Dengue,2020-04,2025-07-22 18:17
Mosquito,/m/09f96,17,BR-AM,Dengue,2020-04,2025-07-22 18:17
Bleeding,/m/012n6x,16,BR-AM,Dengue,2020-04,2025-07-22 18:17
Pain,/m/062t2,16,BR-AM,Dengue,2020-04,2025-07-22 18:17
Yellow fever mosquito,/m/06y6_w,16,BR-AM,Dengue,2020-04,2025-07-22 18:17
Malaria,/m/0542n,15,BR-AM,Dengue,2020-04,2025-07-22 18:17
Chikungunya virus infection,/m/01__7l,14,BR-AM,Dengue,2020-04,2025-07-22 18:17
Body,/m/0180q,11,BR-AM,Dengue,2020-04,2025-07-22 18:17
Fever,/m/0cjf0,11,BR-AM,Dengue,2020-04,2025-07-22 18:17
Cell,/m/01cbd,10,BR-AM,Dengue,2020-04,2025-07-22 18:17
Influenza,/m/0cycc,9,BR-AM,Dengue,2020-04,2025-07-22 18:17
Viral Infection,/m/02kc20m,9,BR-AM,Dengue,2020-04,2025-07-22 18:17
Zika fever,/m/02vkznh,9,BR-AM,Dengue,2020-04,2025-07-22 18:17
HIV/AIDS,/m/0d19y2,8,BR-AM,Dengue,2020-04,2025-07-22 18:17
Chickenpox,/m/01r6j,8,BR-AM,Dengue,2020-04,2025-07-22 18:17
Bacteria,/m/017q2,8,BR-AM,Dengue,2020-04,2025-07-22 18:17
Infection,/m/098s1,8,BR-AM,Dengue,2020-04,2025-07-22 18:17
Kingdom,/m/0f1qd,8,BR-AM,Dengue,2020-04,2025-07-22 18:17
Tuberculosis,/m/07jwr,7,BR-AM,Dengue,2020-04,2025-07-22 18:17
Health problem,/g/121m7jwr,7,BR-AM,Dengue,2020-04,2025-07-22 18:17
Organism,/m/05nnm,7,BR-AM,Dengue,2020-04,2025-07-22 18:17
Infectious disease,/m/03tp4,6,BR-AM,Dengue,2020-04,2025-07-22 18:17
Symptom,/m/01b_06,100,BR-AP,Dengue,2020-04,2025-07-22 18:17
Death,/m/0294j,41,BR-AP,Dengue,2020-04,2025-07-22 18:17
Disease,/m/027x3,17,BR-AP,Dengue,2020-04,2025-07-22 18:17
Symptom,/m/01b_06,100,BR-BA,Dengue,2020-04,2025-07-22 18:17
Chikungunya virus infection,/m/01__7l,44,BR-BA,Dengue,2020-04,2025-07-22 18:17
Zika fever,/m/02vkznh,35,BR-BA,Dengue,2020-04,2025-07-22 18:17
Mosquito,/m/09f96,27,BR-BA,Dengue,2020-04,2025-07-22 18:17
Yellow fever mosquito,/m/06y6_w,25,BR-BA,Dengue,2020-04,2025-07-22 18:17
Bleeding,/m/012n6x,15,BR-BA,Dengue,2020-04,2025-07-22 18:17
Virus,/m/0g9pc,15,BR-BA,Dengue,2020-04,2025-07-22 18:17
Fever,/m/0cjf0,15,BR-BA,Dengue,2020-04,2025-07-22 18:17
Zika virus,/m/080m_5j,13,BR-BA,Dengue,2020-04,2025-07-22 18:17
Body,/m/0180q,12,BR-BA,Dengue,2020-04,2025-07-22 18:17
Itch,/m/04kllm9,12,BR-BA,Dengue,2020-04,2025-07-22 18:17
Metamizole,/m/08j19g,10,BR-BA,Dengue,2020-04,2025-07-22 18:17
Disease,/m/027x3,10,BR-BA,Dengue,2020-04,2025-07-22 18:17
Acetaminophen,/m/0lbt3,8,BR-BA,Dengue,2020-04,2025-07-22 18:17
Pharmaceutical drug,/m/018l35,6,BR-BA,Dengue,2020-04,2025-07-22 18:17
Physical examination,/m/02vjj4,5,BR-BA,Dengue,2020-04,2025-07-22 18:17
Headache,/m/0j5fv,4,BR-BA,Dengue,2020-04,2025-07-22 18:17
Platelet,/m/01bw6w,4,BR-BA,Dengue,2020-04,2025-07-22 18:17
Cause,/m/0j276x9,4,BR-BA,Dengue,2020-04,2025-07-22 18:17
