topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2025-07,2025-08-06 17:51
Zika fever,/m/02vkznh,97,BR-AC,Dengue,2025-07,2025-08-06 17:51
Yellow fever mosquito,/m/06y6_w,91,BR-AC,Dengue,2025-07,2025-08-06 17:51
Epidemic,/m/0hn9s,36,BR-AC,Dengue,2025-07,2025-08-06 17:51
Bleeding,/m/012n6x,29,BR-AC,Dengue,2025-07,2025-08-06 17:51
Vaccine,/m/07__7,10,BR-AC,Dengue,2025-07,2025-08-06 17:51
Mosquito,/m/09f96,10,BR-AC,Dengue,2025-07,2025-08-06 17:51
Dengue vaccine,/m/0115n7rn,9,BR-AC,Dengue,2025-07,2025-08-06 17:51
Headache,/m/0j5fv,8,BR-AC,Dengue,2025-07,2025-08-06 17:51
Fever,/m/0cjf0,6,BR-AC,Dengue,2025-07,2025-08-06 17:51
Immunoglobulin M,/m/02gshc,6,BR-AC,Dengue,2025-07,2025-08-06 17:51
Platelet,/m/01bw6w,6,BR-AC,Dengue,2025-07,2025-08-06 17:51
Reagent,/m/0197z2,5,BR-AC,Dengue,2025-07,2025-08-06 17:51
Immunoglobulin G,/m/02gsf4,4,BR-AC,Dengue,2025-07,2025-08-06 17:51
Information System for Notification of Health Issues,/g/11xmc8ry2z,4,BR-AC,Dengue,2025-07,2025-08-06 17:51
Metamizole,/m/08j19g,3,BR-AC,Dengue,2025-07,2025-08-06 17:51
Chikungunya virus infection,/m/01__7l,3,BR-AC,Dengue,2025-07,2025-08-06 17:51
Incubation period,/m/0jf0l,3,BR-AC,Dengue,2025-07,2025-08-06 17:51
Chickenpox,/m/01r6j,2,BR-AC,Dengue,2025-07,2025-08-06 17:51
Acetaminophen,/m/0lbt3,2,BR-AC,Dengue,2025-07,2025-08-06 17:51
Drawing,/m/02csf,2,BR-AC,Dengue,2025-07,2025-08-06 17:51
Text,/m/07s6nbt,2,BR-AC,Dengue,2025-07,2025-08-06 17:51
Itch,/m/04kllm9,2,BR-AC,Dengue,2025-07,2025-08-06 17:51
Symptom,/m/01b_06,100,BR-AL,Dengue,2025-07,2025-08-06 17:51
Mosquito,/m/09f96,42,BR-AL,Dengue,2025-07,2025-08-06 17:51
Yellow fever mosquito,/m/06y6_w,35,BR-AL,Dengue,2025-07,2025-08-06 17:51
Chikungunya virus infection,/m/01__7l,22,BR-AL,Dengue,2025-07,2025-08-06 17:51
Bleeding,/m/012n6x,21,BR-AL,Dengue,2025-07,2025-08-06 17:51
Vaccine,/m/07__7,15,BR-AL,Dengue,2025-07,2025-08-06 17:51
Acetaminophen,/m/0lbt3,15,BR-AL,Dengue,2025-07,2025-08-06 17:51
Dengue vaccine,/m/0115n7rn,15,BR-AL,Dengue,2025-07,2025-08-06 17:51
Fever,/m/0cjf0,14,BR-AL,Dengue,2025-07,2025-08-06 17:51
Metamizole,/m/08j19g,13,BR-AL,Dengue,2025-07,2025-08-06 17:51
Zika fever,/m/02vkznh,12,BR-AL,Dengue,2025-07,2025-08-06 17:51
