topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2022-08,2025-07-23 14:53
Disease,/m/027x3,33,BR-AC,Dengue,2022-08,2025-07-23 14:53
Influenza,/m/0cycc,18,BR-AC,Dengue,2022-08,2025-07-23 14:53
Symptom,/m/01b_06,100,BR-AL,Dengue,2022-08,2025-07-23 14:53
Chikungunya virus infection,/m/01__7l,46,BR-AL,Dengue,2022-08,2025-07-23 14:53
Mosquito,/m/09f96,31,BR-AL,Dengue,2022-08,2025-07-23 14:53
Zika fever,/m/02vkznh,29,BR-AL,Dengue,2022-08,2025-07-23 14:53
Yellow fever mosquito,/m/06y6_w,24,BR-AL,Dengue,2022-08,2025-07-23 14:53
Body,/m/0180q,12,BR-AL,Dengue,2022-08,2025-07-23 14:53
Fever,/m/0cjf0,11,BR-AL,Dengue,2022-08,2025-07-23 14:53
Bleeding,/m/012n6x,11,BR-AL,Dengue,2022-08,2025-07-23 14:53
Itch,/m/04kllm9,11,BR-AL,Dengue,2022-08,2025-07-23 14:53
Virus,/m/0g9pc,9,BR-AL,Dengue,2022-08,2025-07-23 14:53
Skin,/m/06z04,9,BR-AL,Dengue,2022-08,2025-07-23 14:53
Therapy,/m/03c1dkx,9,BR-AL,Dengue,2022-08,2025-07-23 14:53
Disease,/m/027x3,8,BR-AL,Dengue,2022-08,2025-07-23 14:53
Headache,/m/0j5fv,8,BR-AL,Dengue,2022-08,2025-07-23 14:53
Diarrhea,/m/0f3kl,7,BR-AL,Dengue,2022-08,2025-07-23 14:53
Metamizole,/m/08j19g,7,BR-AL,Dengue,2022-08,2025-07-23 14:53
Zika virus,/m/080m_5j,6,BR-AL,Dengue,2022-08,2025-07-23 14:53
Transmission,/m/036991,6,BR-AL,Dengue,2022-08,2025-07-23 14:53
Nevus,/m/03rd_n,5,BR-AL,Dengue,2022-08,2025-07-23 14:53
COVID-19,/g/11j2cc_qll,5,BR-AL,Dengue,2022-08,2025-07-23 14:53
Cause,/m/0j276x9,4,BR-AL,Dengue,2022-08,2025-07-23 14:53
Allergy,/m/0fd23,4,BR-AL,Dengue,2022-08,2025-07-23 14:53
International Classification of Diseases,/m/03zlr,4,BR-AL,Dengue,2022-08,2025-07-23 14:53
Symptom,/m/01b_06,100,BR-AM,Dengue,2022-08,2025-07-23 14:53
Mosquito,/m/09f96,61,BR-AM,Dengue,2022-08,2025-07-23 14:53
Yellow fever mosquito,/m/06y6_w,60,BR-AM,Dengue,2022-08,2025-07-23 14:53
Disease,/m/027x3,48,BR-AM,Dengue,2022-08,2025-07-23 14:53
Combat,/m/0byj4,44,BR-AM,Dengue,2022-08,2025-07-23 14:53
Virus,/m/0g9pc,32,BR-AM,Dengue,2022-08,2025-07-23 14:53
Malaria,/m/0542n,26,BR-AM,Dengue,2022-08,2025-07-23 14:53
Transmission,/m/036991,23,BR-AM,Dengue,2022-08,2025-07-23 14:53
Organism,/m/05nnm,17,BR-AM,Dengue,2022-08,2025-07-23 14:53
Cause,/m/0j276x9,16,BR-AM,Dengue,2022-08,2025-07-23 14:53
Zika fever,/m/02vkznh,15,BR-AM,Dengue,2022-08,2025-07-23 14:53
Fever,/m/0cjf0,13,BR-AM,Dengue,2022-08,2025-07-23 14:53
Therapy,/m/03c1dkx,13,BR-AM,Dengue,2022-08,2025-07-23 14:53
Preschool,/m/027wyv,12,BR-AM,Dengue,2022-08,2025-07-23 14:53
Chikungunya virus infection,/m/01__7l,10,BR-AM,Dengue,2022-08,2025-07-23 14:53
COVID-19,/g/11j2cc_qll,8,BR-AM,Dengue,2022-08,2025-07-23 14:53
Chagas disease,/m/0208m,7,BR-AM,Dengue,2022-08,2025-07-23 14:53
Aedes,/m/01yz26,6,BR-AM,Dengue,2022-08,2025-07-23 14:53
Symptom,/m/01b_06,100,BR-AP,Dengue,2022-08,2025-07-23 14:53
Symptom,/m/01b_06,100,BR-BA,Dengue,2022-08,2025-07-23 14:53
Mosquito,/m/09f96,50,BR-BA,Dengue,2022-08,2025-07-23 14:53
Yellow fever mosquito,/m/06y6_w,43,BR-BA,Dengue,2022-08,2025-07-23 14:53
Disease,/m/027x3,37,BR-BA,Dengue,2022-08,2025-07-23 14:53
Chikungunya virus infection,/m/01__7l,36,BR-BA,Dengue,2022-08,2025-07-23 14:53
Zika fever,/m/02vkznh,27,BR-BA,Dengue,2022-08,2025-07-23 14:53
Transmission,/m/036991,21,BR-BA,Dengue,2022-08,2025-07-23 14:53
Virus,/m/0g9pc,20,BR-BA,Dengue,2022-08,2025-07-23 14:53
Body,/m/0180q,13,BR-BA,Dengue,2022-08,2025-07-23 14:53
Fever,/m/0cjf0,13,BR-BA,Dengue,2022-08,2025-07-23 14:53
Health,/m/0kt51,13,BR-BA,Dengue,2022-08,2025-07-23 14:53
COVID-19,/g/11j2cc_qll,12,BR-BA,Dengue,2022-08,2025-07-23 14:53
Therapy,/m/03c1dkx,11,BR-BA,Dengue,2022-08,2025-07-23 14:53
Influenza,/m/0cycc,10,BR-BA,Dengue,2022-08,2025-07-23 14:53
Cause,/m/0j276x9,10,BR-BA,Dengue,2022-08,2025-07-23 14:53
Yellow fever,/m/087z2,10,BR-BA,Dengue,2022-08,2025-07-23 14:53
Bleeding,/m/012n6x,10,BR-BA,Dengue,2022-08,2025-07-23 14:53
Bacteria,/m/017q2,8,BR-BA,Dengue,2022-08,2025-07-23 14:53
Malaria,/m/0542n,8,BR-BA,Dengue,2022-08,2025-07-23 14:53
Itch,/m/04kllm9,7,BR-BA,Dengue,2022-08,2025-07-23 14:53
Aedes,/m/01yz26,7,BR-BA,Dengue,2022-08,2025-07-23 14:53
Zika virus,/m/080m_5j,7,BR-BA,Dengue,2022-08,2025-07-23 14:53
Combat,/m/0byj4,7,BR-BA,Dengue,2022-08,2025-07-23 14:53
HIV/AIDS,/m/0d19y2,6,BR-BA,Dengue,2022-08,2025-07-23 14:53
Protozoa,/m/05sk5,6,BR-BA,Dengue,2022-08,2025-07-23 14:53
Symptom,/m/01b_06,100,BR-CE,Dengue,2022-08,2025-07-23 14:53
Chikungunya virus infection,/m/01__7l,48,BR-CE,Dengue,2022-08,2025-07-23 14:53
Mosquito,/m/09f96,33,BR-CE,Dengue,2022-08,2025-07-23 14:53
Yellow fever mosquito,/m/06y6_w,30,BR-CE,Dengue,2022-08,2025-07-23 14:53
Zika fever,/m/02vkznh,22,BR-CE,Dengue,2022-08,2025-07-23 14:53
Disease,/m/027x3,18,BR-CE,Dengue,2022-08,2025-07-23 14:53
Bleeding,/m/012n6x,15,BR-CE,Dengue,2022-08,2025-07-23 14:53
Fever,/m/0cjf0,13,BR-CE,Dengue,2022-08,2025-07-23 14:53
Transmission,/m/036991,10,BR-CE,Dengue,2022-08,2025-07-23 14:53
COVID-19,/g/11j2cc_qll,9,BR-CE,Dengue,2022-08,2025-07-23 14:53
Itch,/m/04kllm9,9,BR-CE,Dengue,2022-08,2025-07-23 14:53
Virus,/m/0g9pc,8,BR-CE,Dengue,2022-08,2025-07-23 14:53
Therapy,/m/03c1dkx,8,BR-CE,Dengue,2022-08,2025-07-23 14:53
Sore throat,/m/0b76bty,7,BR-CE,Dengue,2022-08,2025-07-23 14:53
Influenza,/m/0cycc,7,BR-CE,Dengue,2022-08,2025-07-23 14:53
Platelet,/m/01bw6w,6,BR-CE,Dengue,2022-08,2025-07-23 14:53
Metamizole,/m/08j19g,6,BR-CE,Dengue,2022-08,2025-07-23 14:53
Aedes,/m/01yz26,5,BR-CE,Dengue,2022-08,2025-07-23 14:53
Cause,/m/0j276x9,5,BR-CE,Dengue,2022-08,2025-07-23 14:53
Zika virus,/m/080m_5j,5,BR-CE,Dengue,2022-08,2025-07-23 14:53
Physical examination,/m/02vjj4,5,BR-CE,Dengue,2022-08,2025-07-23 14:53
Risk | Brilliant Math & Science Wiki,/m/06d5f,5,BR-CE,Dengue,2022-08,2025-07-23 14:53
Smallpox,/m/06vr2,4,BR-CE,Dengue,2022-08,2025-07-23 14:53
Symptom,/m/01b_06,100,BR-DF,Dengue,2022-08,2025-07-23 14:53
Yellow fever mosquito,/m/06y6_w,34,BR-DF,Dengue,2022-08,2025-07-23 14:53
Mosquito,/m/09f96,27,BR-DF,Dengue,2022-08,2025-07-23 14:53
Fever,/m/0cjf0,18,BR-DF,Dengue,2022-08,2025-07-23 14:53
COVID-19,/g/11j2cc_qll,17,BR-DF,Dengue,2022-08,2025-07-23 14:53
Pain,/m/062t2,16,BR-DF,Dengue,2022-08,2025-07-23 14:53
Cure,/m/0405g08,15,BR-DF,Dengue,2022-08,2025-07-23 14:53
Metamizole,/m/08j19g,13,BR-DF,Dengue,2022-08,2025-07-23 14:53
Smallpox,/m/06vr2,12,BR-DF,Dengue,2022-08,2025-07-23 14:53
Transmission,/m/036991,11,BR-DF,Dengue,2022-08,2025-07-23 14:53
Disease,/m/027x3,11,BR-DF,Dengue,2022-08,2025-07-23 14:53
Chikungunya virus infection,/m/01__7l,10,BR-DF,Dengue,2022-08,2025-07-23 14:53
Sore throat,/m/0b76bty,10,BR-DF,Dengue,2022-08,2025-07-23 14:53
Infection,/m/098s1,9,BR-DF,Dengue,2022-08,2025-07-23 14:53
Head,/m/04hgtk,8,BR-DF,Dengue,2022-08,2025-07-23 14:53
Diarrhea,/m/0f3kl,8,BR-DF,Dengue,2022-08,2025-07-23 14:53
Virus,/m/0g9pc,8,BR-DF,Dengue,2022-08,2025-07-23 14:53
Acetaminophen,/m/0lbt3,7,BR-DF,Dengue,2022-08,2025-07-23 14:53
Zika fever,/m/02vkznh,7,BR-DF,Dengue,2022-08,2025-07-23 14:53
Abdominal pain,/m/02tfl8,6,BR-DF,Dengue,2022-08,2025-07-23 14:53
Therapy,/m/03c1dkx,6,BR-DF,Dengue,2022-08,2025-07-23 14:53
Influenza,/m/0cycc,6,BR-DF,Dengue,2022-08,2025-07-23 14:53
Epidemic,/m/0hn9s,6,BR-DF,Dengue,2022-08,2025-07-23 14:53
Immunoglobulin G,/m/02gsf4,5,BR-DF,Dengue,2022-08,2025-07-23 14:53
Monkey,/m/08pbxl,5,BR-DF,Dengue,2022-08,2025-07-23 14:53
Symptom,/m/01b_06,100,BR-ES,Dengue,2022-08,2025-07-23 14:53
Mosquito,/m/09f96,62,BR-ES,Dengue,2022-08,2025-07-23 14:53
Yellow fever mosquito,/m/06y6_w,56,BR-ES,Dengue,2022-08,2025-07-23 14:53
Disease,/m/027x3,34,BR-ES,Dengue,2022-08,2025-07-23 14:53
Poster,/m/01n5jq,30,BR-ES,Dengue,2022-08,2025-07-23 14:53
Virus,/m/0g9pc,30,BR-ES,Dengue,2022-08,2025-07-23 14:53
Transmission,/m/036991,21,BR-ES,Dengue,2022-08,2025-07-23 14:53
Therapy,/m/03c1dkx,21,BR-ES,Dengue,2022-08,2025-07-23 14:53
Bleeding,/m/012n6x,20,BR-ES,Dengue,2022-08,2025-07-23 14:53
Vaccine,/m/07__7,19,BR-ES,Dengue,2022-08,2025-07-23 14:53
Combat,/m/0byj4,17,BR-ES,Dengue,2022-08,2025-07-23 14:53
Zika fever,/m/02vkznh,16,BR-ES,Dengue,2022-08,2025-07-23 14:53
Protozoa,/m/05sk5,15,BR-ES,Dengue,2022-08,2025-07-23 14:53
Chikungunya virus infection,/m/01__7l,15,BR-ES,Dengue,2022-08,2025-07-23 14:53
Finitary relation,/m/04xtq,14,BR-ES,Dengue,2022-08,2025-07-23 14:53
Carbon,/m/025tfgm,12,BR-ES,Dengue,2022-08,2025-07-23 14:53
Cell,/m/01cbd,12,BR-ES,Dengue,2022-08,2025-07-23 14:53
Chagas disease,/m/0208m,11,BR-ES,Dengue,2022-08,2025-07-23 14:53
Bacteria,/m/017q2,10,BR-ES,Dengue,2022-08,2025-07-23 14:53
Production,/m/0806jls,10,BR-ES,Dengue,2022-08,2025-07-23 14:53
Malaria,/m/0542n,10,BR-ES,Dengue,2022-08,2025-07-23 14:53
Metamizole,/m/08j19g,8,BR-ES,Dengue,2022-08,2025-07-23 14:53
Cause,/m/0j276x9,7,BR-ES,Dengue,2022-08,2025-07-23 14:53
Symptom,/m/01b_06,100,BR-GO,Dengue,2022-08,2025-07-23 14:53
Mosquito,/m/09f96,29,BR-GO,Dengue,2022-08,2025-07-23 14:53
Yellow fever mosquito,/m/06y6_w,29,BR-GO,Dengue,2022-08,2025-07-23 14:53
COVID-19,/g/11j2cc_qll,21,BR-GO,Dengue,2022-08,2025-07-23 14:53
Disease,/m/027x3,15,BR-GO,Dengue,2022-08,2025-07-23 14:53
Fever,/m/0cjf0,13,BR-GO,Dengue,2022-08,2025-07-23 14:53
Virus,/m/0g9pc,12,BR-GO,Dengue,2022-08,2025-07-23 14:53
Body,/m/0180q,11,BR-GO,Dengue,2022-08,2025-07-23 14:53
Bleeding,/m/012n6x,10,BR-GO,Dengue,2022-08,2025-07-23 14:53
Chikungunya virus infection,/m/01__7l,9,BR-GO,Dengue,2022-08,2025-07-23 14:53
