topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2023-02,2025-07-23 15:11
Fever,/m/0cjf0,23,BR-AC,Dengue,2023-02,2025-07-23 15:11
Mosquito,/m/09f96,18,BR-AC,Dengue,2023-02,2025-07-23 15:11
Santa Cruz de la Sierra,/m/031v35,13,BR-AC,Dengue,2023-02,2025-07-23 15:11
Pain,/m/062t2,13,BR-AC,Dengue,2023-02,2025-07-23 15:11
Yellow fever mosquito,/m/06y6_w,13,BR-AC,Dengue,2023-02,2025-07-23 15:11
Metamizole,/m/08j19g,11,BR-AC,Dengue,2023-02,2025-07-23 15:11
Bleeding,/m/012n6x,11,BR-AC,Dengue,2023-02,2025-07-23 15:11
Tea,/m/07clx,10,BR-AC,Dengue,2023-02,2025-07-23 15:11
Symptom,/m/01b_06,100,BR-AL,Dengue,2023-02,2025-07-23 15:11
Yellow fever mosquito,/m/06y6_w,48,BR-AL,Dengue,2023-02,2025-07-23 15:11
Mosquito,/m/09f96,42,BR-AL,Dengue,2023-02,2025-07-23 15:11
Itch,/m/04kllm9,33,BR-AL,Dengue,2023-02,2025-07-23 15:11
Fever,/m/0cjf0,27,BR-AL,Dengue,2023-02,2025-07-23 15:11
Cure,/m/0405g08,26,BR-AL,Dengue,2023-02,2025-07-23 15:11
Chikungunya virus infection,/m/01__7l,23,BR-AL,Dengue,2023-02,2025-07-23 15:11
Health,/m/0kt51,12,BR-AL,Dengue,2023-02,2025-07-23 15:11
Transmission,/m/036991,7,BR-AL,Dengue,2023-02,2025-07-23 15:11
Symptom,/m/01b_06,100,BR-AM,Dengue,2023-02,2025-07-23 15:11
Mosquito,/m/09f96,37,BR-AM,Dengue,2023-02,2025-07-23 15:11
Yellow fever mosquito,/m/06y6_w,27,BR-AM,Dengue,2023-02,2025-07-23 15:11
Bleeding,/m/012n6x,24,BR-AM,Dengue,2023-02,2025-07-23 15:11
Disease,/m/027x3,22,BR-AM,Dengue,2023-02,2025-07-23 15:11
Virus,/m/0g9pc,22,BR-AM,Dengue,2023-02,2025-07-23 15:11
Yellow fever,/m/087z2,18,BR-AM,Dengue,2023-02,2025-07-23 15:11
COVID-19,/g/11j2cc_qll,16,BR-AM,Dengue,2023-02,2025-07-23 15:11
Zika fever,/m/02vkznh,15,BR-AM,Dengue,2023-02,2025-07-23 15:11
Pain,/m/062t2,15,BR-AM,Dengue,2023-02,2025-07-23 15:11
Therapy,/m/03c1dkx,13,BR-AM,Dengue,2023-02,2025-07-23 15:11
Transmission,/m/036991,12,BR-AM,Dengue,2023-02,2025-07-23 15:11
Zika virus,/m/080m_5j,12,BR-AM,Dengue,2023-02,2025-07-23 15:11
Polio,/m/068p_,11,BR-AM,Dengue,2023-02,2025-07-23 15:11
Fever,/m/0cjf0,11,BR-AM,Dengue,2023-02,2025-07-23 15:11
Chikungunya virus infection,/m/01__7l,10,BR-AM,Dengue,2023-02,2025-07-23 15:11
Itch,/m/04kllm9,9,BR-AM,Dengue,2023-02,2025-07-23 15:11
Headache,/m/0j5fv,8,BR-AM,Dengue,2023-02,2025-07-23 15:11
Infection,/m/098s1,8,BR-AM,Dengue,2023-02,2025-07-23 15:11
Yellow,/m/088fh,8,BR-AM,Dengue,2023-02,2025-07-23 15:11
Malaria,/m/0542n,8,BR-AM,Dengue,2023-02,2025-07-23 15:11
Aedes,/m/01yz26,7,BR-AM,Dengue,2023-02,2025-07-23 15:11
Head,/m/04hgtk,7,BR-AM,Dengue,2023-02,2025-07-23 15:11
Pharmaceutical drug,/m/018l35,7,BR-AM,Dengue,2023-02,2025-07-23 15:11
HIV/AIDS,/m/0d19y2,7,BR-AM,Dengue,2023-02,2025-07-23 15:11
Symptom,/m/01b_06,100,BR-AP,Dengue,2023-02,2025-07-23 15:11
Virus,/m/0g9pc,27,BR-AP,Dengue,2023-02,2025-07-23 15:11
Symptom,/m/01b_06,100,BR-BA,Dengue,2023-02,2025-07-23 15:11
Chikungunya virus infection,/m/01__7l,31,BR-BA,Dengue,2023-02,2025-07-23 15:11
Cure,/m/0405g08,24,BR-BA,Dengue,2023-02,2025-07-23 15:11
Mosquito,/m/09f96,23,BR-BA,Dengue,2023-02,2025-07-23 15:11
Yellow fever mosquito,/m/06y6_w,22,BR-BA,Dengue,2023-02,2025-07-23 15:11
Body,/m/0180q,17,BR-BA,Dengue,2023-02,2025-07-23 15:11
Zika fever,/m/02vkznh,16,BR-BA,Dengue,2023-02,2025-07-23 15:11
Bleeding,/m/012n6x,16,BR-BA,Dengue,2023-02,2025-07-23 15:11
Fever,/m/0cjf0,11,BR-BA,Dengue,2023-02,2025-07-23 15:11
Disease,/m/027x3,11,BR-BA,Dengue,2023-02,2025-07-23 15:11
Metamizole,/m/08j19g,9,BR-BA,Dengue,2023-02,2025-07-23 15:11
Virus,/m/0g9pc,8,BR-BA,Dengue,2023-02,2025-07-23 15:11
Itch,/m/04kllm9,7,BR-BA,Dengue,2023-02,2025-07-23 15:11
Transmission,/m/036991,7,BR-BA,Dengue,2023-02,2025-07-23 15:11
Physical examination,/m/02vjj4,7,BR-BA,Dengue,2023-02,2025-07-23 15:11
Zika virus,/m/080m_5j,6,BR-BA,Dengue,2023-02,2025-07-23 15:11
COVID-19,/g/11j2cc_qll,6,BR-BA,Dengue,2023-02,2025-07-23 15:11
Cause,/m/0j276x9,6,BR-BA,Dengue,2023-02,2025-07-23 15:11
Headache,/m/0j5fv,5,BR-BA,Dengue,2023-02,2025-07-23 15:11
Acetaminophen,/m/0lbt3,5,BR-BA,Dengue,2023-02,2025-07-23 15:11
Influenza,/m/0cycc,5,BR-BA,Dengue,2023-02,2025-07-23 15:11
Platelet,/m/01bw6w,4,BR-BA,Dengue,2023-02,2025-07-23 15:11
Yellow fever,/m/087z2,4,BR-BA,Dengue,2023-02,2025-07-23 15:11
Infection,/m/098s1,4,BR-BA,Dengue,2023-02,2025-07-23 15:11
Symptom,/m/01b_06,100,BR-CE,Dengue,2023-02,2025-07-23 15:11
Yellow fever mosquito,/m/06y6_w,48,BR-CE,Dengue,2023-02,2025-07-23 15:11
Mosquito,/m/09f96,45,BR-CE,Dengue,2023-02,2025-07-23 15:11
Disease,/m/027x3,20,BR-CE,Dengue,2023-02,2025-07-23 15:11
Virus,/m/0g9pc,17,BR-CE,Dengue,2023-02,2025-07-23 15:11
Chikungunya virus infection,/m/01__7l,17,BR-CE,Dengue,2023-02,2025-07-23 15:11
Zika fever,/m/02vkznh,16,BR-CE,Dengue,2023-02,2025-07-23 15:11
Transmission,/m/036991,14,BR-CE,Dengue,2023-02,2025-07-23 15:11
Bleeding,/m/012n6x,11,BR-CE,Dengue,2023-02,2025-07-23 15:11
Fever,/m/0cjf0,11,BR-CE,Dengue,2023-02,2025-07-23 15:11
Aedes,/m/01yz26,9,BR-CE,Dengue,2023-02,2025-07-23 15:11
Yellow fever,/m/087z2,7,BR-CE,Dengue,2023-02,2025-07-23 15:11
