topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2025-05,2025-07-30 16:23
Mosquito,/m/09f96,75,BR-AC,Dengue,2025-05,2025-07-30 16:23
Pain,/m/062t2,65,BR-AC,Dengue,2025-05,2025-07-30 16:23
Yellow fever mosquito,/m/06y6_w,39,BR-AC,Dengue,2025-05,2025-07-30 16:23
Symptom,/m/01b_06,100,BR-AL,Dengue,2025-05,2025-07-30 16:23
Mosquito,/m/09f96,79,BR-AL,Dengue,2025-05,2025-07-30 16:23
Yellow fever mosquito,/m/06y6_w,68,BR-AL,Dengue,2025-05,2025-07-30 16:23
Vaccine,/m/07__7,23,BR-AL,Dengue,2025-05,2025-07-30 16:23
Head,/m/04hgtk,22,BR-AL,Dengue,2025-05,2025-07-30 16:23
Chikungunya virus infection,/m/01__7l,19,BR-AL,Dengue,2025-05,2025-07-30 16:23
Metamizole,/m/08j19g,18,BR-AL,Dengue,2025-05,2025-07-30 16:23
Disease,/m/027x3,16,BR-AL,Dengue,2025-05,2025-07-30 16:23
Yellow fever,/m/087z2,12,BR-AL,Dengue,2025-05,2025-07-30 16:23
Headache,/m/0j5fv,12,BR-AL,Dengue,2025-05,2025-07-30 16:23
Signs and symptoms,/g/1hb_dgzdp,12,BR-AL,Dengue,2025-05,2025-07-30 16:23
Bleeding,/m/012n6x,12,BR-AL,Dengue,2025-05,2025-07-30 16:23
Combat,/m/0byj4,10,BR-AL,Dengue,2025-05,2025-07-30 16:23
Influenza,/m/0cycc,9,BR-AL,Dengue,2025-05,2025-07-30 16:23
Fever,/m/0cjf0,6,BR-AL,Dengue,2025-05,2025-07-30 16:23
Virus,/m/0g9pc,5,BR-AL,Dengue,2025-05,2025-07-30 16:23
Symptom,/m/01b_06,100,BR-AM,Dengue,2025-05,2025-07-30 16:23
Vaccine,/m/07__7,56,BR-AM,Dengue,2025-05,2025-07-30 16:23
Dengue vaccine,/m/0115n7rn,53,BR-AM,Dengue,2025-05,2025-07-30 16:23
Yellow fever mosquito,/m/06y6_w,48,BR-AM,Dengue,2025-05,2025-07-30 16:23
Mosquito,/m/09f96,45,BR-AM,Dengue,2025-05,2025-07-30 16:23
Chikungunya virus infection,/m/01__7l,36,BR-AM,Dengue,2025-05,2025-07-30 16:23
Cure,/m/0405g08,36,BR-AM,Dengue,2025-05,2025-07-30 16:23
Disease,/m/027x3,32,BR-AM,Dengue,2025-05,2025-07-30 16:23
Malaria,/m/0542n,30,BR-AM,Dengue,2025-05,2025-07-30 16:23
Metamizole,/m/08j19g,27,BR-AM,Dengue,2025-05,2025-07-30 16:23
Fever,/m/0cjf0,25,BR-AM,Dengue,2025-05,2025-07-30 16:23
Virus,/m/0g9pc,22,BR-AM,Dengue,2025-05,2025-07-30 16:23
Transmission,/m/036991,20,BR-AM,Dengue,2025-05,2025-07-30 16:23
Disease vector,/g/1213bm7p,20,BR-AM,Dengue,2025-05,2025-07-30 16:23
Body,/m/0180q,18,BR-AM,Dengue,2025-05,2025-07-30 16:23
Yellow fever,/m/087z2,14,BR-AM,Dengue,2025-05,2025-07-30 16:23
COVID-19,/g/11j2cc_qll,14,BR-AM,Dengue,2025-05,2025-07-30 16:23
Acetaminophen,/m/0lbt3,13,BR-AM,Dengue,2025-05,2025-07-30 16:23
HIV,/m/05dbslt,7,BR-AM,Dengue,2025-05,2025-07-30 16:23
Symptom,/m/01b_06,100,BR-AP,Dengue,2025-05,2025-07-30 16:23
Cure,/m/0405g08,31,BR-AP,Dengue,2025-05,2025-07-30 16:23
Symptom,/m/01b_06,100,BR-BA,Dengue,2025-05,2025-07-30 16:23
Yellow fever mosquito,/m/06y6_w,63,BR-BA,Dengue,2025-05,2025-07-30 16:23
