topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2023-04,2025-07-23 15:16
Metamizole,/m/08j19g,24,BR-AC,Dengue,2023-04,2025-07-23 15:16
Bleeding,/m/012n6x,20,BR-AC,Dengue,2023-04,2025-07-23 15:16
COVID-19,/g/11j2cc_qll,19,BR-AC,Dengue,2023-04,2025-07-23 15:16
Fever,/m/0cjf0,15,BR-AC,Dengue,2023-04,2025-07-23 15:16
Acetaminophen,/m/0lbt3,14,BR-AC,Dengue,2023-04,2025-07-23 15:16
Cause,/m/0j276x9,13,BR-AC,Dengue,2023-04,2025-07-23 15:16
Malaria,/m/0542n,13,BR-AC,Dengue,2023-04,2025-07-23 15:16
Evil,/m/02plx,12,BR-AC,Dengue,2023-04,2025-07-23 15:16
Disease,/m/027x3,11,BR-AC,Dengue,2023-04,2025-07-23 15:16
Therapy,/m/03c1dkx,11,BR-AC,Dengue,2023-04,2025-07-23 15:16
Leptospirosis,/m/02_j9l,10,BR-AC,Dengue,2023-04,2025-07-23 15:16
Home remedy,/m/044zht,9,BR-AC,Dengue,2023-04,2025-07-23 15:16
Itch,/m/04kllm9,9,BR-AC,Dengue,2023-04,2025-07-23 15:16
Virus,/m/0g9pc,8,BR-AC,Dengue,2023-04,2025-07-23 15:16
Mosquito,/m/09f96,6,BR-AC,Dengue,2023-04,2025-07-23 15:16
Vaccine,/m/07__7,5,BR-AC,Dengue,2023-04,2025-07-23 15:16
Platelet,/m/01bw6w,4,BR-AC,Dengue,2023-04,2025-07-23 15:16
Symptom,/m/01b_06,100,BR-AL,Dengue,2023-04,2025-07-23 15:16
Mosquito,/m/09f96,43,BR-AL,Dengue,2023-04,2025-07-23 15:16
Yellow fever mosquito,/m/06y6_w,33,BR-AL,Dengue,2023-04,2025-07-23 15:16
Disease,/m/027x3,23,BR-AL,Dengue,2023-04,2025-07-23 15:16
Therapy,/m/03c1dkx,21,BR-AL,Dengue,2023-04,2025-07-23 15:16
Fever,/m/0cjf0,20,BR-AL,Dengue,2023-04,2025-07-23 15:16
Chikungunya virus infection,/m/01__7l,17,BR-AL,Dengue,2023-04,2025-07-23 15:16
Transmission,/m/036991,17,BR-AL,Dengue,2023-04,2025-07-23 15:16
Health,/m/0kt51,17,BR-AL,Dengue,2023-04,2025-07-23 15:16
Body,/m/0180q,16,BR-AL,Dengue,2023-04,2025-07-23 15:16
Bleeding,/m/012n6x,11,BR-AL,Dengue,2023-04,2025-07-23 15:16
Vaccine,/m/07__7,11,BR-AL,Dengue,2023-04,2025-07-23 15:16
Zika fever,/m/02vkznh,11,BR-AL,Dengue,2023-04,2025-07-23 15:16
COVID-19,/g/11j2cc_qll,11,BR-AL,Dengue,2023-04,2025-07-23 15:16
Viral Infection,/m/02kc20m,9,BR-AL,Dengue,2023-04,2025-07-23 15:16
Acetaminophen,/m/0lbt3,9,BR-AL,Dengue,2023-04,2025-07-23 15:16
Sistema Único de Saúde,/m/02z3bf6,9,BR-AL,Dengue,2023-04,2025-07-23 15:16
Diarrhea,/m/0f3kl,7,BR-AL,Dengue,2023-04,2025-07-23 15:16
Cholera,/m/024c2,7,BR-AL,Dengue,2023-04,2025-07-23 15:16
