topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2020-05,2025-07-22 18:20
Bleeding,/m/012n6x,30,BR-AC,Dengue,2020-05,2025-07-22 18:20
Virus,/m/0g9pc,19,BR-AC,Dengue,2020-05,2025-07-22 18:20
Physical examination,/m/02vjj4,18,BR-AC,Dengue,2020-05,2025-07-22 18:20
Chikungunya virus infection,/m/01__7l,14,BR-AC,Dengue,2020-05,2025-07-22 18:20
Tea,/m/07clx,10,BR-AC,Dengue,2020-05,2025-07-22 18:20
Acetaminophen,/m/0lbt3,9,BR-AC,Dengue,2020-05,2025-07-22 18:20
Symptom,/m/01b_06,100,BR-AL,Dengue,2020-05,2025-07-22 18:20
Mosquito,/m/09f96,33,BR-AL,Dengue,2020-05,2025-07-22 18:20
Yellow fever mosquito,/m/06y6_w,32,BR-AL,Dengue,2020-05,2025-07-22 18:20
Virus,/m/0g9pc,14,BR-AL,Dengue,2020-05,2025-07-22 18:20
Influenza,/m/0cycc,14,BR-AL,Dengue,2020-05,2025-07-22 18:20
Chikungunya virus infection,/m/01__7l,12,BR-AL,Dengue,2020-05,2025-07-22 18:20
Zika fever,/m/02vkznh,11,BR-AL,Dengue,2020-05,2025-07-22 18:20
Bleeding,/m/012n6x,11,BR-AL,Dengue,2020-05,2025-07-22 18:20
Fever,/m/0cjf0,10,BR-AL,Dengue,2020-05,2025-07-22 18:20
Disease,/m/027x3,9,BR-AL,Dengue,2020-05,2025-07-22 18:20
Cause,/m/0j276x9,7,BR-AL,Dengue,2020-05,2025-07-22 18:20
Head,/m/04hgtk,6,BR-AL,Dengue,2020-05,2025-07-22 18:20
Combat,/m/0byj4,6,BR-AL,Dengue,2020-05,2025-07-22 18:20
Skin,/m/06z04,5,BR-AL,Dengue,2020-05,2025-07-22 18:20
Zika virus,/m/080m_5j,4,BR-AL,Dengue,2020-05,2025-07-22 18:20
Platelet,/m/01bw6w,4,BR-AL,Dengue,2020-05,2025-07-22 18:20
Medical sign,/m/02qbqx,4,BR-AL,Dengue,2020-05,2025-07-22 18:20
Test,/g/121jyvn6,4,BR-AL,Dengue,2020-05,2025-07-22 18:20
Epidemic,/m/0hn9s,4,BR-AL,Dengue,2020-05,2025-07-22 18:20
Aedes,/m/01yz26,4,BR-AL,Dengue,2020-05,2025-07-22 18:20
Picada,/m/0b6hz2j,3,BR-AL,Dengue,2020-05,2025-07-22 18:20
Symptom,/m/01b_06,100,BR-AM,Dengue,2020-05,2025-07-22 18:20
Disease,/m/027x3,33,BR-AM,Dengue,2020-05,2025-07-22 18:20
Mosquito,/m/09f96,23,BR-AM,Dengue,2020-05,2025-07-22 18:20
Insects,/m/03vt0,20,BR-AM,Dengue,2020-05,2025-07-22 18:20
Virus,/m/0g9pc,19,BR-AM,Dengue,2020-05,2025-07-22 18:20
Transmission,/m/036991,18,BR-AM,Dengue,2020-05,2025-07-22 18:20
Fever,/m/0cjf0,18,BR-AM,Dengue,2020-05,2025-07-22 18:20
Chikungunya virus infection,/m/01__7l,17,BR-AM,Dengue,2020-05,2025-07-22 18:20
Aedes,/m/01yz26,13,BR-AM,Dengue,2020-05,2025-07-22 18:20
Bleeding,/m/012n6x,13,BR-AM,Dengue,2020-05,2025-07-22 18:20
Body,/m/0180q,13,BR-AM,Dengue,2020-05,2025-07-22 18:20
Influenza,/m/0cycc,10,BR-AM,Dengue,2020-05,2025-07-22 18:20
Viral Infection,/m/02kc20m,8,BR-AM,Dengue,2020-05,2025-07-22 18:20
Chagas disease,/m/0208m,8,BR-AM,Dengue,2020-05,2025-07-22 18:20
Eating,/m/01f5gx,8,BR-AM,Dengue,2020-05,2025-07-22 18:20
Yellow fever mosquito,/m/06y6_w,6,BR-AM,Dengue,2020-05,2025-07-22 18:20
Therapy,/m/03c1dkx,6,BR-AM,Dengue,2020-05,2025-07-22 18:20
Skin rash,/m/0v4rnx,6,BR-AM,Dengue,2020-05,2025-07-22 18:20
Immunoglobulin G,/m/02gsf4,6,BR-AM,Dengue,2020-05,2025-07-22 18:20
Malaria,/m/0542n,5,BR-AM,Dengue,2020-05,2025-07-22 18:20
Eye,/m/014sv8,4,BR-AM,Dengue,2020-05,2025-07-22 18:20
Metamizole,/m/08j19g,4,BR-AM,Dengue,2020-05,2025-07-22 18:20
