topicTitle,topicId,value,geo,keyword,time,sys_time
Yellow fever mosquito,/m/06y6_w,100,BR-AC,Dengue,2024-05,2025-07-23 15:51
Symptom,/m/01b_06,92,BR-AC,Dengue,2024-05,2025-07-23 15:51
Virus,/m/0g9pc,57,BR-AC,Dengue,2024-05,2025-07-23 15:51
Cure,/m/0405g08,47,BR-AC,Dengue,2024-05,2025-07-23 15:51
Mosquito,/m/09f96,40,BR-AC,Dengue,2024-05,2025-07-23 15:51
Disease,/m/027x3,31,BR-AC,Dengue,2024-05,2025-07-23 15:51
Symptom,/m/01b_06,100,BR-AL,Dengue,2024-05,2025-07-23 15:51
Mosquito,/m/09f96,37,BR-AL,Dengue,2024-05,2025-07-23 15:51
Yellow fever mosquito,/m/06y6_w,35,BR-AL,Dengue,2024-05,2025-07-23 15:51
Vaccine,/m/07__7,27,BR-AL,Dengue,2024-05,2025-07-23 15:51
Dengue vaccine,/m/0115n7rn,20,BR-AL,Dengue,2024-05,2025-07-23 15:51
Bleeding,/m/012n6x,19,BR-AL,Dengue,2024-05,2025-07-23 15:51
Metamizole,/m/08j19g,14,BR-AL,Dengue,2024-05,2025-07-23 15:51
Chikungunya virus infection,/m/01__7l,11,BR-AL,Dengue,2024-05,2025-07-23 15:51
Fever,/m/0cjf0,11,BR-AL,Dengue,2024-05,2025-07-23 15:51
Zika fever,/m/02vkznh,9,BR-AL,Dengue,2024-05,2025-07-23 15:51
Zika virus,/m/080m_5j,6,BR-AL,Dengue,2024-05,2025-07-23 15:51
Acetaminophen,/m/0lbt3,6,BR-AL,Dengue,2024-05,2025-07-23 15:51
Itch,/m/04kllm9,6,BR-AL,Dengue,2024-05,2025-07-23 15:51
COVID-19,/g/11j2cc_qll,6,BR-AL,Dengue,2024-05,2025-07-23 15:51
Aedes,/m/01yz26,5,BR-AL,Dengue,2024-05,2025-07-23 15:51
Transmission,/m/036991,5,BR-AL,Dengue,2024-05,2025-07-23 15:51
Diarrhea,/m/0f3kl,5,BR-AL,Dengue,2024-05,2025-07-23 15:51
Headache,/m/0j5fv,5,BR-AL,Dengue,2024-05,2025-07-23 15:51
Viral Infection,/m/02kc20m,4,BR-AL,Dengue,2024-05,2025-07-23 15:51
Throat,/m/0mhy4,4,BR-AL,Dengue,2024-05,2025-07-23 15:51
Ibuprofen,/m/014d3g,4,BR-AL,Dengue,2024-05,2025-07-23 15:51
Medical sign,/m/02qbqx,4,BR-AL,Dengue,2024-05,2025-07-23 15:51
Serology,/m/042s2_,3,BR-AL,Dengue,2024-05,2025-07-23 15:51
Symptom,/m/01b_06,100,BR-AM,Dengue,2024-05,2025-07-23 15:51
Mosquito,/m/09f96,37,BR-AM,Dengue,2024-05,2025-07-23 15:51
Yellow fever mosquito,/m/06y6_w,36,BR-AM,Dengue,2024-05,2025-07-23 15:51
Vaccine,/m/07__7,28,BR-AM,Dengue,2024-05,2025-07-23 15:51
Dengue vaccine,/m/0115n7rn,22,BR-AM,Dengue,2024-05,2025-07-23 15:51
Disease,/m/027x3,18,BR-AM,Dengue,2024-05,2025-07-23 15:51
Fever,/m/0cjf0,12,BR-AM,Dengue,2024-05,2025-07-23 15:51
HIV,/m/05dbslt,11,BR-AM,Dengue,2024-05,2025-07-23 15:51
Virus,/m/0g9pc,10,BR-AM,Dengue,2024-05,2025-07-23 15:51
Transmission,/m/036991,9,BR-AM,Dengue,2024-05,2025-07-23 15:51
International Classification of Diseases,/m/03zlr,9,BR-AM,Dengue,2024-05,2025-07-23 15:51
Headache,/m/0j5fv,8,BR-AM,Dengue,2024-05,2025-07-23 15:51
