topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2022-06,2025-07-23 14:47
Virus,/m/0g9pc,97,BR-AC,Dengue,2022-06,2025-07-23 14:47
Mosquito,/m/09f96,65,BR-AC,Dengue,2022-06,2025-07-23 14:47
Pain,/m/062t2,50,BR-AC,Dengue,2022-06,2025-07-23 14:47
Symptom,/m/01b_06,100,BR-AL,Dengue,2022-06,2025-07-23 14:47
Chikungunya virus infection,/m/01__7l,39,BR-AL,Dengue,2022-06,2025-07-23 14:47
Zika fever,/m/02vkznh,26,BR-AL,Dengue,2022-06,2025-07-23 14:47
Mosquito,/m/09f96,21,BR-AL,Dengue,2022-06,2025-07-23 14:47
Yellow fever mosquito,/m/06y6_w,20,BR-AL,Dengue,2022-06,2025-07-23 14:47
Fever,/m/0cjf0,13,BR-AL,Dengue,2022-06,2025-07-23 14:47
Bleeding,/m/012n6x,12,BR-AL,Dengue,2022-06,2025-07-23 14:47
Itch,/m/04kllm9,8,BR-AL,Dengue,2022-06,2025-07-23 14:47
Metamizole,/m/08j19g,6,BR-AL,Dengue,2022-06,2025-07-23 14:47
Zika virus,/m/080m_5j,6,BR-AL,Dengue,2022-06,2025-07-23 14:47
Virus,/m/0g9pc,6,BR-AL,Dengue,2022-06,2025-07-23 14:47
Cause,/m/0j276x9,5,BR-AL,Dengue,2022-06,2025-07-23 14:47
Skin,/m/06z04,5,BR-AL,Dengue,2022-06,2025-07-23 14:47
Acetaminophen,/m/0lbt3,5,BR-AL,Dengue,2022-06,2025-07-23 14:47
Transmission,/m/036991,5,BR-AL,Dengue,2022-06,2025-07-23 14:47
Diarrhea,/m/0f3kl,4,BR-AL,Dengue,2022-06,2025-07-23 14:47
Headache,/m/0j5fv,4,BR-AL,Dengue,2022-06,2025-07-23 14:47
Red blotches,/g/11cnnds5rt,3,BR-AL,Dengue,2022-06,2025-07-23 14:47
Viral Infection,/m/02kc20m,3,BR-AL,Dengue,2022-06,2025-07-23 14:47
Joint,/m/01dvt1,3,BR-AL,Dengue,2022-06,2025-07-23 14:47
Platelet,/m/01bw6w,3,BR-AL,Dengue,2022-06,2025-07-23 14:47
Symptom,/m/01b_06,100,BR-AM,Dengue,2022-06,2025-07-23 14:47
Mosquito,/m/09f96,61,BR-AM,Dengue,2022-06,2025-07-23 14:47
Yellow fever mosquito,/m/06y6_w,48,BR-AM,Dengue,2022-06,2025-07-23 14:47
Vaccine,/m/07__7,43,BR-AM,Dengue,2022-06,2025-07-23 14:47
Disease,/m/027x3,28,BR-AM,Dengue,2022-06,2025-07-23 14:47
Health,/m/0kt51,26,BR-AM,Dengue,2022-06,2025-07-23 14:47
COVID-19,/g/11j2cc_qll,21,BR-AM,Dengue,2022-06,2025-07-23 14:47
Virus,/m/0g9pc,20,BR-AM,Dengue,2022-06,2025-07-23 14:47
Bleeding,/m/012n6x,19,BR-AM,Dengue,2022-06,2025-07-23 14:47
Language,/m/04g7d,17,BR-AM,Dengue,2022-06,2025-07-23 14:47
experimental,/g/11pcky545k,17,BR-AM,Dengue,2022-06,2025-07-23 14:47
Transmission,/m/036991,17,BR-AM,Dengue,2022-06,2025-07-23 14:47
Error,/g/1214xp1p,16,BR-AM,Dengue,2022-06,2025-07-23 14:47
United States Dollar,/m/09nqf,15,BR-AM,Dengue,2022-06,2025-07-23 14:47
Chikungunya virus infection,/m/01__7l,15,BR-AM,Dengue,2022-06,2025-07-23 14:47
Insect repellent,/m/05jbfr,14,BR-AM,Dengue,2022-06,2025-07-23 14:47
Fever,/m/0cjf0,13,BR-AM,Dengue,2022-06,2025-07-23 14:47
Malaria,/m/0542n,13,BR-AM,Dengue,2022-06,2025-07-23 14:47
correct,/g/11p12rb6mb,12,BR-AM,Dengue,2022-06,2025-07-23 14:47
Patient,/m/028hfb,12,BR-AM,Dengue,2022-06,2025-07-23 14:47
Dengue vaccine,/m/0115n7rn,11,BR-AM,Dengue,2022-06,2025-07-23 14:47
Error,/g/11x1nzwby,10,BR-AM,Dengue,2022-06,2025-07-23 14:47
Itch,/m/04kllm9,10,BR-AM,Dengue,2022-06,2025-07-23 14:47
Question,/m/02h_12,10,BR-AM,Dengue,2022-06,2025-07-23 14:47
Egg,/m/02g387,10,BR-AM,Dengue,2022-06,2025-07-23 14:47
Mosquito,/m/09f96,100,BR-AP,Dengue,2022-06,2025-07-23 14:47
Symptom,/m/01b_06,96,BR-AP,Dengue,2022-06,2025-07-23 14:47
Disease,/m/027x3,39,BR-AP,Dengue,2022-06,2025-07-23 14:47
Zika fever,/m/02vkznh,27,BR-AP,Dengue,2022-06,2025-07-23 14:47
Chikungunya virus infection,/m/01__7l,22,BR-AP,Dengue,2022-06,2025-07-23 14:47
Symptom,/m/01b_06,100,BR-BA,Dengue,2022-06,2025-07-23 14:47
Mosquito,/m/09f96,34,BR-BA,Dengue,2022-06,2025-07-23 14:47
Yellow fever mosquito,/m/06y6_w,31,BR-BA,Dengue,2022-06,2025-07-23 14:47
Chikungunya virus infection,/m/01__7l,27,BR-BA,Dengue,2022-06,2025-07-23 14:47
Cure,/m/0405g08,19,BR-BA,Dengue,2022-06,2025-07-23 14:47
COVID-19,/g/11j2cc_qll,17,BR-BA,Dengue,2022-06,2025-07-23 14:47
Zika fever,/m/02vkznh,16,BR-BA,Dengue,2022-06,2025-07-23 14:47
Fever,/m/0cjf0,16,BR-BA,Dengue,2022-06,2025-07-23 14:47
Disease,/m/027x3,13,BR-BA,Dengue,2022-06,2025-07-23 14:47
Bleeding,/m/012n6x,12,BR-BA,Dengue,2022-06,2025-07-23 14:47
Transmission,/m/036991,10,BR-BA,Dengue,2022-06,2025-07-23 14:47
Itch,/m/04kllm9,9,BR-BA,Dengue,2022-06,2025-07-23 14:47
Virus,/m/0g9pc,8,BR-BA,Dengue,2022-06,2025-07-23 14:47
Metamizole,/m/08j19g,7,BR-BA,Dengue,2022-06,2025-07-23 14:47
Influenza,/m/0cycc,7,BR-BA,Dengue,2022-06,2025-07-23 14:47
Acetaminophen,/m/0lbt3,6,BR-BA,Dengue,2022-06,2025-07-23 14:47
Infection,/m/098s1,6,BR-BA,Dengue,2022-06,2025-07-23 14:47
Cause,/m/0j276x9,5,BR-BA,Dengue,2022-06,2025-07-23 14:47
Zika virus,/m/080m_5j,4,BR-BA,Dengue,2022-06,2025-07-23 14:47
Headache,/m/0j5fv,4,BR-BA,Dengue,2022-06,2025-07-23 14:47
Malaria,/m/0542n,3,BR-BA,Dengue,2022-06,2025-07-23 14:47
Symptom,/m/01b_06,100,BR-CE,Dengue,2022-06,2025-07-23 14:47
Chikungunya virus infection,/m/01__7l,50,BR-CE,Dengue,2022-06,2025-07-23 14:47
Mosquito,/m/09f96,27,BR-CE,Dengue,2022-06,2025-07-23 14:47
Yellow fever mosquito,/m/06y6_w,25,BR-CE,Dengue,2022-06,2025-07-23 14:47
Zika fever,/m/02vkznh,19,BR-CE,Dengue,2022-06,2025-07-23 14:47
Fever,/m/0cjf0,16,BR-CE,Dengue,2022-06,2025-07-23 14:47
Bleeding,/m/012n6x,13,BR-CE,Dengue,2022-06,2025-07-23 14:47
Itch,/m/04kllm9,7,BR-CE,Dengue,2022-06,2025-07-23 14:47
Metamizole,/m/08j19g,7,BR-CE,Dengue,2022-06,2025-07-23 14:47
Virus,/m/0g9pc,6,BR-CE,Dengue,2022-06,2025-07-23 14:47
Transmission,/m/036991,5,BR-CE,Dengue,2022-06,2025-07-23 14:47
Zika virus,/m/080m_5j,5,BR-CE,Dengue,2022-06,2025-07-23 14:47
Platelet,/m/01bw6w,4,BR-CE,Dengue,2022-06,2025-07-23 14:47
Headache,/m/0j5fv,4,BR-CE,Dengue,2022-06,2025-07-23 14:47
Cause,/m/0j276x9,4,BR-CE,Dengue,2022-06,2025-07-23 14:47
Red blotches,/g/11cnnds5rt,4,BR-CE,Dengue,2022-06,2025-07-23 14:47
Juice,/m/01z1kdw,4,BR-CE,Dengue,2022-06,2025-07-23 14:47
Influenza,/m/0cycc,4,BR-CE,Dengue,2022-06,2025-07-23 14:47
Acetaminophen,/m/0lbt3,4,BR-CE,Dengue,2022-06,2025-07-23 14:47
Immunoglobulin G,/m/02gsf4,3,BR-CE,Dengue,2022-06,2025-07-23 14:47
Aedes,/m/01yz26,3,BR-CE,Dengue,2022-06,2025-07-23 14:47
Nevus,/m/03rd_n,3,BR-CE,Dengue,2022-06,2025-07-23 14:47
Vomiting,/m/012qjw,3,BR-CE,Dengue,2022-06,2025-07-23 14:47
Symptom,/m/01b_06,100,BR-DF,Dengue,2022-06,2025-07-23 14:47
COVID-19,/g/11j2cc_qll,34,BR-DF,Dengue,2022-06,2025-07-23 14:47
Pain,/m/062t2,16,BR-DF,Dengue,2022-06,2025-07-23 14:47
Cure,/m/0405g08,16,BR-DF,Dengue,2022-06,2025-07-23 14:47
Mosquito,/m/09f96,13,BR-DF,Dengue,2022-06,2025-07-23 14:47
Yellow fever mosquito,/m/06y6_w,13,BR-DF,Dengue,2022-06,2025-07-23 14:47
Fever,/m/0cjf0,12,BR-DF,Dengue,2022-06,2025-07-23 14:47
Bleeding,/m/012n6x,10,BR-DF,Dengue,2022-06,2025-07-23 14:47
Metamizole,/m/08j19g,9,BR-DF,Dengue,2022-06,2025-07-23 14:47
Acetaminophen,/m/0lbt3,8,BR-DF,Dengue,2022-06,2025-07-23 14:47
Head,/m/04hgtk,6,BR-DF,Dengue,2022-06,2025-07-23 14:47
Influenza,/m/0cycc,6,BR-DF,Dengue,2022-06,2025-07-23 14:47
Itch,/m/04kllm9,6,BR-DF,Dengue,2022-06,2025-07-23 14:47
Platelet,/m/01bw6w,5,BR-DF,Dengue,2022-06,2025-07-23 14:47
Diarrhea,/m/0f3kl,5,BR-DF,Dengue,2022-06,2025-07-23 14:47
Throat,/m/0mhy4,5,BR-DF,Dengue,2022-06,2025-07-23 14:47
Headache,/m/0j5fv,5,BR-DF,Dengue,2022-06,2025-07-23 14:47
Body ache,/g/11k71tc65k,5,BR-DF,Dengue,2022-06,2025-07-23 14:47
Chikungunya virus infection,/m/01__7l,4,BR-DF,Dengue,2022-06,2025-07-23 14:47
Transmission,/m/036991,4,BR-DF,Dengue,2022-06,2025-07-23 14:47
Virus,/m/0g9pc,4,BR-DF,Dengue,2022-06,2025-07-23 14:47
Zika fever,/m/02vkznh,3,BR-DF,Dengue,2022-06,2025-07-23 14:47
Reagent,/m/0197z2,3,BR-DF,Dengue,2022-06,2025-07-23 14:47
Cause,/m/0j276x9,3,BR-DF,Dengue,2022-06,2025-07-23 14:47
Symptom,/m/01b_06,100,BR-ES,Dengue,2022-06,2025-07-23 14:47
Mosquito,/m/09f96,36,BR-ES,Dengue,2022-06,2025-07-23 14:47
Yellow fever mosquito,/m/06y6_w,33,BR-ES,Dengue,2022-06,2025-07-23 14:47
Disease,/m/027x3,21,BR-ES,Dengue,2022-06,2025-07-23 14:47
Zika fever,/m/02vkznh,19,BR-ES,Dengue,2022-06,2025-07-23 14:47
Chikungunya virus infection,/m/01__7l,19,BR-ES,Dengue,2022-06,2025-07-23 14:47
Bleeding,/m/012n6x,16,BR-ES,Dengue,2022-06,2025-07-23 14:47
Virus,/m/0g9pc,13,BR-ES,Dengue,2022-06,2025-07-23 14:47
Fever,/m/0cjf0,13,BR-ES,Dengue,2022-06,2025-07-23 14:47
Transmission,/m/036991,13,BR-ES,Dengue,2022-06,2025-07-23 14:47
Cause,/m/0j276x9,11,BR-ES,Dengue,2022-06,2025-07-23 14:47
Aedes,/m/01yz26,8,BR-ES,Dengue,2022-06,2025-07-23 14:47
Influenza,/m/0cycc,8,BR-ES,Dengue,2022-06,2025-07-23 14:47
Acetaminophen,/m/0lbt3,7,BR-ES,Dengue,2022-06,2025-07-23 14:47
Metamizole,/m/08j19g,6,BR-ES,Dengue,2022-06,2025-07-23 14:47
Vomiting,/m/012qjw,6,BR-ES,Dengue,2022-06,2025-07-23 14:47
Organism,/m/05nnm,6,BR-ES,Dengue,2022-06,2025-07-23 14:47
Epidemiology,/m/0hnfc,5,BR-ES,Dengue,2022-06,2025-07-23 14:47
Combat,/m/0byj4,5,BR-ES,Dengue,2022-06,2025-07-23 14:47
Ministry of Health of Brazil,/m/0c3ty1w,5,BR-ES,Dengue,2022-06,2025-07-23 14:47
Diarrhea,/m/0f3kl,5,BR-ES,Dengue,2022-06,2025-07-23 14:47
Symptom,/m/01b_06,100,BR-GO,Dengue,2022-06,2025-07-23 14:47
COVID-19,/g/11j2cc_qll,32,BR-GO,Dengue,2022-06,2025-07-23 14:47
Pain,/m/062t2,20,BR-GO,Dengue,2022-06,2025-07-23 14:47
Mosquito,/m/09f96,17,BR-GO,Dengue,2022-06,2025-07-23 14:47
Yellow fever mosquito,/m/06y6_w,16,BR-GO,Dengue,2022-06,2025-07-23 14:47
Fever,/m/0cjf0,13,BR-GO,Dengue,2022-06,2025-07-23 14:47
Bleeding,/m/012n6x,11,BR-GO,Dengue,2022-06,2025-07-23 14:47
Platelet,/m/01bw6w,8,BR-GO,Dengue,2022-06,2025-07-23 14:47
