topicTitle,topicId,value,geo,keyword,time,sys_time
Vaccine,/m/07__7,100,BR-AC,Dengue,2024-04,2025-07-23 15:48
Dengue vaccine,/m/0115n7rn,77,BR-AC,Dengue,2024-04,2025-07-23 15:48
Mosquito,/m/09f96,73,BR-AC,Dengue,2024-04,2025-07-23 15:48
Symptom,/m/01b_06,70,BR-AC,Dengue,2024-04,2025-07-23 15:48
Yellow fever mosquito,/m/06y6_w,44,BR-AC,Dengue,2024-04,2025-07-23 15:48
Disease,/m/027x3,34,BR-AC,Dengue,2024-04,2025-07-23 15:48
Bleeding,/m/012n6x,26,BR-AC,Dengue,2024-04,2025-07-23 15:48
Virus,/m/0g9pc,25,BR-AC,Dengue,2024-04,2025-07-23 15:48
Zika fever,/m/02vkznh,19,BR-AC,Dengue,2024-04,2025-07-23 15:48
Pain,/m/062t2,15,BR-AC,Dengue,2024-04,2025-07-23 15:48
Ministry of Health of Brazil,/m/0c3ty1w,12,BR-AC,Dengue,2024-04,2025-07-23 15:48
Yellow fever,/m/087z2,11,BR-AC,Dengue,2024-04,2025-07-23 15:48
Zika virus,/m/080m_5j,11,BR-AC,Dengue,2024-04,2025-07-23 15:48
Infection,/m/098s1,9,BR-AC,Dengue,2024-04,2025-07-23 15:48
Symptom,/m/01b_06,100,BR-AL,Dengue,2024-04,2025-07-23 15:48
Mosquito,/m/09f96,46,BR-AL,Dengue,2024-04,2025-07-23 15:48
Yellow fever mosquito,/m/06y6_w,44,BR-AL,Dengue,2024-04,2025-07-23 15:48
Vaccine,/m/07__7,25,BR-AL,Dengue,2024-04,2025-07-23 15:48
Dengue vaccine,/m/0115n7rn,21,BR-AL,Dengue,2024-04,2025-07-23 15:48
Metamizole,/m/08j19g,14,BR-AL,Dengue,2024-04,2025-07-23 15:48
Fever,/m/0cjf0,11,BR-AL,Dengue,2024-04,2025-07-23 15:48
Disease,/m/027x3,10,BR-AL,Dengue,2024-04,2025-07-23 15:48
Bleeding,/m/012n6x,9,BR-AL,Dengue,2024-04,2025-07-23 15:48
Transmission,/m/036991,7,BR-AL,Dengue,2024-04,2025-07-23 15:48
Chikungunya virus infection,/m/01__7l,6,BR-AL,Dengue,2024-04,2025-07-23 15:48
Acetaminophen,/m/0lbt3,6,BR-AL,Dengue,2024-04,2025-07-23 15:48
Zika fever,/m/02vkznh,6,BR-AL,Dengue,2024-04,2025-07-23 15:48
Virus,/m/0g9pc,6,BR-AL,Dengue,2024-04,2025-07-23 15:48
Viral Infection,/m/02kc20m,5,BR-AL,Dengue,2024-04,2025-07-23 15:48
Aedes,/m/01yz26,5,BR-AL,Dengue,2024-04,2025-07-23 15:48
Diarrhea,/m/0f3kl,5,BR-AL,Dengue,2024-04,2025-07-23 15:48
Zika virus,/m/080m_5j,5,BR-AL,Dengue,2024-04,2025-07-23 15:48
Larva,/m/0d9_3,4,BR-AL,Dengue,2024-04,2025-07-23 15:48
Symptom,/m/01b_06,100,BR-AM,Dengue,2024-04,2025-07-23 15:48
