topicTitle,topicId,value,geo,keyword,time,sys_time
Symptom,/m/01b_06,100,BR-AC,Dengue,2021-05,2025-07-30 16:08
Mosquito,/m/09f96,12,BR-AC,Dengue,2021-05,2025-07-30 16:08
Symptom,/m/01b_06,100,BR-AL,Dengue,2021-05,2025-07-30 16:08
Mosquito,/m/09f96,92,BR-AL,Dengue,2021-05,2025-07-30 16:08
Yellow fever mosquito,/m/06y6_w,85,BR-AL,Dengue,2021-05,2025-07-30 16:08
Disease,/m/027x3,52,BR-AL,Dengue,2021-05,2025-07-30 16:08
Virus,/m/0g9pc,39,BR-AL,Dengue,2021-05,2025-07-30 16:08
Zika fever,/m/02vkznh,37,BR-AL,Dengue,2021-05,2025-07-30 16:08
Fever,/m/0cjf0,26,BR-AL,Dengue,2021-05,2025-07-30 16:08
Bleeding,/m/012n6x,24,BR-AL,Dengue,2021-05,2025-07-30 16:08
Transmission,/m/036991,23,BR-AL,Dengue,2021-05,2025-07-30 16:08
Chikungunya virus infection,/m/01__7l,21,BR-AL,Dengue,2021-05,2025-07-30 16:08
Influenza,/m/0cycc,19,BR-AL,Dengue,2021-05,2025-07-30 16:08
Yellow fever,/m/087z2,19,BR-AL,Dengue,2021-05,2025-07-30 16:08
Cause,/m/0j276x9,16,BR-AL,Dengue,2021-05,2025-07-30 16:08
etiological factor,/g/121bdggj,16,BR-AL,Dengue,2021-05,2025-07-30 16:08
HIV/AIDS,/m/0d19y2,16,BR-AL,Dengue,2021-05,2025-07-30 16:08
Infection,/m/098s1,16,BR-AL,Dengue,2021-05,2025-07-30 16:08
Body,/m/0180q,16,BR-AL,Dengue,2021-05,2025-07-30 16:08
Aedes,/m/01yz26,15,BR-AL,Dengue,2021-05,2025-07-30 16:08
Physical examination,/m/02vjj4,14,BR-AL,Dengue,2021-05,2025-07-30 16:08
Human,/m/0dgw9r,13,BR-AL,Dengue,2021-05,2025-07-30 16:08
Combat,/m/0byj4,12,BR-AL,Dengue,2021-05,2025-07-30 16:08
Skin,/m/06z04,9,BR-AL,Dengue,2021-05,2025-07-30 16:08
Viral Infection,/m/02kc20m,9,BR-AL,Dengue,2021-05,2025-07-30 16:08
Swine influenza,/m/057c6k,7,BR-AL,Dengue,2021-05,2025-07-30 16:08
